N(bp),1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000973066,0.000207587,0,2.59E-05,1.30E-05,1.30E-05,3.89E-05,0.000791427,0.010833463,0.057683326,0.041193108,0.002075873,2.59E-05,0,7.78E-05,0.000752504,0.006902278,0.034342727,0.087861332,0.089885308,0.020953345,0.000635736,3.89E-05,1.30E-05,6.49E-05,0.001595827,0.040440604,0.183273652,0.215255073,0.064429913,0.003892262,3.89E-05,0.000142716,0.000324355,0.00015569,3.89E-05,0.003256526,0.042750013,0.072759354,0.014440293,0.000194613,0,2.59E-05,1.30E-05,3.89E-05,0,1.30E-05,0.000220562,0.00073953,0.0004022,3.89E-05,0,0,0,0,0,0,0,5.19E-05,5.19E-05,0,0,0,0,0,0,0,0,0,0,1.30E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000302546,0.000238628,0,0,0,1.28E-05,0.000115053,0.000583786,0.006374774,0.030250346,0.028588473,0.002688825,1.28E-05,0,3.84E-05,0.000524129,0.006089272,0.033254501,0.098813252,0.114000213,0.037021413,0.002028337,3.84E-05,0,1.70E-05,0.000217322,0.010197081,0.102094386,0.259009268,0.152922126,0.017888569,0.00038777,4.26E-06,7.24E-05,4.69E-05,1.28E-05,0.000417599,0.010729733,0.051897305,0.029790135,0.002228614,1.70E-05,0,4.26E-06,8.52E-06,0,8.52E-06,5.11E-05,0.000357942,0.000507084,6.82E-05,4.26E-06,0,0,0,0,0,0,8.52E-06,2.56E-05,2.56E-05,0,0,0,0,0,0,0,0,4.26E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107047,0.000188324,9.91E-06,5.95E-06,1.98E-06,1.59E-05,0.000172465,0.000683913,0.004099514,0.016491228,0.018305085,0.0028427,4.56E-05,0,1.98E-06,0.000206165,0.003964714,0.027479433,0.096118545,0.131184458,0.056350481,0.005074834,7.33E-05,1.98E-06,0,3.77E-05,0.002194469,0.040792943,0.211348994,0.247980969,0.058994945,0.002596888,1.78E-05,1.59E-05,2.38E-05,7.93E-06,3.57E-05,0.002299534,0.023264942,0.038017643,0.007925463,0.000297354,3.96E-06,0,0,1.98E-06,0,7.93E-06,0.000105065,0.000370701,0.000174447,0,0,0,0,0,0,0,0,1.98E-05,2.97E-05,3.96E-06,0,0,0,0,0,0,0,0,0,3.96E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.27E-05,0.000112405,2.42E-05,5.69E-06,1.42E-06,4.13E-05,0.000341485,0.000983192,0.003577054,0.010593145,0.012094256,0.002979455,0.000132325,4.27E-06,2.85E-06,0.000103868,0.002390394,0.021682866,0.084867525,0.137360863,0.077066019,0.011792611,0.000351445,0,0,4.27E-06,0.000465273,0.014029336,0.127682613,0.278264631,0.135851215,0.013350635,0.000264651,5.69E-06,1.28E-05,1.28E-05,1.42E-06,0.000395553,0.007683409,0.032795352,0.02001955,0.001841173,5.83E-05,0,0,0,0,0,2.70E-05,0.000240462,0.000362828,4.27E-05,0,0,0,0,0,0,0,1.28E-05,2.28E-05,4.27E-06,0,0,0,0,0,0,0,0,1.42E-06,5.69E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.83E-06,6.89E-05,9.71E-05,1.57E-06,3.13E-06,7.51E-05,0.000676253,0.001604536,0.003600422,0.00728068,0.008503258,0.002916342,0.000223852,1.10E-05,0,5.01E-05,0.001601405,0.016989296,0.073717858,0.133010548,0.095295344,0.022656047,0.001424515,2.04E-05,0,0,9.39E-05,0.004367468,0.062213727,0.233297955,0.220935984,0.046376567,0.001945793,1.41E-05,2.50E-05,3.91E-05,3.13E-06,4.85E-05,0.001958317,0.019104152,0.030794566,0.007909971,0.000300557,0,0,0,0,0,3.13E-06,0.000101751,0.000288034,0.000217591,7.83E-06,0,0,0,0,0,1.57E-06,1.41E-05,7.04E-05,2.04E-05,3.13E-06,0,0,0,0,0,0,0,1.57E-06,1.57E-06,4.70E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.30E-06,1.59E-05,0.000156209,7.94E-06,5.30E-06,9.00E-05,0.001649457,0.003198306,0.004662431,0.006100079,0.00573471,0.00267408,0.000391845,4.24E-05,0,2.65E-05,0.001157003,0.014620069,0.063465714,0.121225841,0.105575854,0.038051364,0.004537993,0.000150913,2.65E-06,5.30E-06,1.59E-05,0.001339688,0.02592269,0.153386285,0.259295737,0.11139264,0.01083929,0.000182685,4.77E-05,0.000150913,4.50E-05,1.06E-05,0.000450093,0.007553614,0.030116495,0.021980408,0.002666137,4.50E-05,0,0,2.65E-06,0,0,3.18E-05,0.000277998,0.000405083,0.000108552,7.94E-06,0,0,0,0,0,0,7.41E-05,7.68E-05,1.06E-05,0,0,0,0,0,0,0,0,0,7.94E-06,2.65E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.56E-05,0.000224019,1.28E-05,6.40E-06,7.68E-05,0.003398683,0.007207,0.00781505,0.006298124,0.003917126,0.002553812,0.000467239,0.000166414,0,5.76E-05,0.000819268,0.012577046,0.059345738,0.105199153,0.103951049,0.051997926,0.010682489,0.000800067,5.12E-05,9.60E-05,8.32E-05,0.000313626,0.010208849,0.079501014,0.22259772,0.190959888,0.040598578,0.001939361,0.00011521,0.000774464,0.00071686,0.000153613,2.56E-05,0.002611417,0.019630433,0.037033481,0.012551444,0.000921677,1.28E-05,3.20E-05,9.60E-05,3.20E-05,0,1.28E-05,0.000140812,0.000524844,0.000390432,3.20E-05,0,0,0,0,0,0,3.20E-05,0.000153613,4.48E-05,6.40E-06,0,0,0,0,0,0,0,0,6.40E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.04E-05,2.04E-05,0.000102012,2.04E-05,2.04E-05,0.000142816,0.007508059,0.014628473,0.014118415,0.013281919,0.003958053,0.002427878,0.000816093,0.000204023,2.04E-05,2.04E-05,0.000673277,0.01171094,0.055229118,0.088505325,0.084424858,0.056596075,0.020749174,0.004141674,0.000448851,0.0008773,0.000979312,0.000448851,0.003590811,0.038397193,0.134798221,0.214652956,0.100726323,0.01442445,0.000754886,0.003345983,0.010670421,0.003305178,0.00026523,0.000550863,0.008446566,0.0384584,0.03566328,0.006345126,0.000163219,0.000122414,0.000428449,0.000591668,2.04E-05,0,2.04E-05,0.000510058,0.00095891,0.000387644,4.08E-05,0,2.04E-05,0,0,0,2.04E-05,2.04E-05,8.16E-05,8.16E-05,2.04E-05,0,0,0,0,0,0,0,2.04E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,
124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000482218,0.000120555,0,0,0,6.03E-05,0.008679928,0.025195901,0.024834237,0.058468957,0.021699819,0.001506932,0.000421941,0.000723327,0.000120555,0.000241109,0.000542495,0.010006028,0.044364075,0.062326703,0.048040989,0.033514165,0.018384569,0.006208559,0.002230259,0.005123568,0.013682942,0.010427969,0.003918023,0.010488246,0.046112116,0.116636528,0.115430983,0.043339361,0.003857746,0.011693791,0.06968053,0.066546112,0.009885473,0.000241109,0.0013261,0.017540687,0.045449066,0.024472574,0.002049427,0.000180832,0.002290536,0.005786618,0.001748041,0.000241109,0,0.000361664,0.001386377,0.0013261,0.000241109,0,0,6.03E-05,0.000120555,0,0,6.03E-05,0,0,6.03E-05,0,0,0,0,6.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,
125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001684352,0.000449161,0,0,0,0,0.002638819,0.010049969,0.019819213,0.09948908,0.067261805,0.001403627,5.61E-05,0.00011229,0.000505306,0.00011229,0.001179047,0.007242715,0.032676436,0.050699006,0.017348829,0.004716187,0.004154736,0.002582674,0.002133513,0.008983213,0.040817472,0.057997866,0.040143731,0.010555275,0.004098591,0.011790467,0.026500477,0.023019482,0.004098591,0.00729886,0.091179608,0.20605244,0.075627421,0.005502218,0,0.001965078,0.010555275,0.01448543,0.00331256,0.00033687,0.001908933,0.011004435,0.012744933,0.001684352,0,0,0.00022458,0.001010611,5.61E-05,0,5.61E-05,0.00011229,0.00022458,0.000280725,0,0,0,0,5.61E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,
126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001200847,0.000458505,0,0,0,0,0.000196502,0.001659352,0.009432108,0.066985437,0.059889522,0.003602541,6.55E-05,4.37E-05,0.000174669,0.000676841,0.002751032,0.010327285,0.038208773,0.062640554,0.027925154,0.002183358,0.000349337,0.000174669,0.000524006,0.003515207,0.034344228,0.097377787,0.112770464,0.049343901,0.006266239,0.000676841,0.00176852,0.003384206,0.001746687,0.001069846,0.028842165,0.156000961,0.151132071,0.028601996,0.000938844,0.000152835,0.001069846,0.002510862,0.000917011,6.55E-05,0.000327504,0.007816423,0.014781337,0.004235715,0.000283837,0,4.37E-05,2.18E-05,0,0,0,4.37E-05,0.000131002,0.000262003,4.37E-05,0,0,0,0,0,0,0,0,4.37E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,
127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000558748,0.000534802,1.60E-05,2.39E-05,7.98E-06,0,5.59E-05,0.000566731,0.005316092,0.034378991,0.038609515,0.004549808,0.000127714,0,8.78E-05,0.000614623,0.003208812,0.014359834,0.045122925,0.073235951,0.039224138,0.003999042,7.18E-05,1.60E-05,7.18E-05,0.001157407,0.016618774,0.08441092,0.163106641,0.113002874,0.023475415,0.001293103,0.000135696,0.00041507,0.000319285,0.000135696,0.005220307,0.066650702,0.157175926,0.076309068,0.007239783,0.000135696,5.59E-05,0.000287356,0.000279374,3.19E-05,5.59E-05,0.001660281,0.007766603,0.006744891,0.000870051,1.60E-05,0,7.98E-06,3.19E-05,0,0,2.39E-05,0.00015166,0.000311303,5.59E-05,0,0,0,0,0,0,0,7.98E-06,3.99E-05,2.39E-05,0,0,0,0,0,0,0,0,0,1.60E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000221664,0.000482031,2.11E-05,1.06E-05,7.04E-06,1.76E-05,4.93E-05,0.00036944,0.00325459,0.018742919,0.022820832,0.00436291,0.000123147,7.04E-06,4.57E-05,0.00046092,0.002825336,0.014052791,0.045127967,0.075854814,0.0472672,0.007272689,0.000211109,7.04E-06,1.76E-05,0.000239256,0.00613974,0.053769343,0.167771468,0.182397771,0.059342608,0.005080679,0.000105554,9.50E-05,0.000130184,3.87E-05,0.000721287,0.019369208,0.103115962,0.117049125,0.026729858,0.001266651,2.11E-05,8.44E-05,0.000123147,5.28E-05,1.76E-05,0.000313144,0.003011815,0.006625289,0.00214627,0.000109073,0,0,0,0,0,3.52E-06,4.93E-05,0.000172405,0.000189998,7.04E-06,0,0,0,0,0,0,0,1.76E-05,3.17E-05,2.11E-05,3.52E-06,0,0,0,0,0,0,0,0,3.52E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.08E-05,0.000308388,3.40E-05,1.49E-05,1.28E-05,2.13E-05,0.000125482,0.000552971,0.002737209,0.010380976,0.013545674,0.003872927,0.000274359,8.51E-06,1.70E-05,0.000233949,0.002405426,0.013966783,0.044322791,0.073725986,0.053412791,0.011784673,0.000595508,1.28E-05,2.13E-06,4.68E-05,0.001992824,0.026593674,0.131454081,0.220952515,0.11500318,0.016446648,0.000576366,2.76E-05,6.17E-05,2.55E-05,7.23E-05,0.004379109,0.047581069,0.122432139,0.062994085,0.006735618,0.000114848,8.51E-06,6.38E-05,3.62E-05,4.25E-06,5.74E-05,0.000974081,0.004370601,0.003683641,0.000514689,4.25E-06,0,0,0,0,0,1.49E-05,7.23E-05,0.00014675,3.83E-05,2.13E-06,0,0,0,0,0,0,4.25E-06,2.55E-05,2.34E-05,0,0,0,0,0,0,0,0,8.51E-06,2.13E-06,4.25E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,
130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.00E-05,0.000183444,6.18E-05,5.45E-06,9.08E-06,5.09E-05,0.000343276,0.000735591,0.002221302,0.00679831,0.008115108,0.003238415,0.000366887,1.09E-05,5.45E-06,0.000150751,0.001928882,0.013098961,0.041616265,0.06985023,0.057196256,0.017743172,0.00149116,3.27E-05,0,3.63E-06,0.000548514,0.011987402,0.085889738,0.215021305,0.176096756,0.043327194,0.002762551,6.54E-05,8.54E-05,4.18E-05,1.82E-05,0.00079916,0.016818689,0.088479743,0.099687964,0.023346374,0.001218719,1.45E-05,2.91E-05,8.35E-05,3.09E-05,3.63E-06,0.000223402,0.002215853,0.004126572,0.001451202,9.99E-05,0,0,0,0,0,5.45E-06,4.36E-05,8.54E-05,7.08E-05,5.45E-06,0,0,0,0,0,0,0,1.09E-05,1.45E-05,3.63E-06,0,0,0,0,0,0,0,0,1.82E-06,5.45E-06,1.82E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,
131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.00E-06,0.000107967,8.77E-05,4.50E-06,2.25E-05,9.00E-05,0.000701783,0.001369826,0.002822876,0.00507218,0.005402828,0.002735153,0.000461107,6.30E-05,1.80E-05,0.00016195,0.001628496,0.012854771,0.040995812,0.06568642,0.058328947,0.02452191,0.003331219,0.000220432,1.12E-05,2.25E-06,0.000204687,0.004997953,0.049041572,0.171486925,0.212174582,0.088060245,0.009935175,0.000312653,0.000101219,0.000211435,4.72E-05,0.000146205,0.00474828,0.046580833,0.111596961,0.058229978,0.006635446,0.000143955,2.92E-05,0.000155202,0.000123712,2.47E-05,3.37E-05,0.000764763,0.003630376,0.002966832,0.00048585,1.35E-05,0,0,4.50E-06,0,0,6.75E-06,8.55E-05,0.000150703,6.30E-05,9.00E-06,0,0,0,0,0,0,9.00E-06,2.70E-05,3.15E-05,2.25E-06,0,0,0,0,0,0,0,0,6.75E-06,4.50E-06,4.50E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,
132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17E-05,3.12E-05,9.37E-05,1.95E-05,3.91E-06,0.00013281,0.001882776,0.002726509,0.003578055,0.00472647,0.003613211,0.002257768,0.000578114,0.000140622,2.34E-05,0.000101561,0.001527314,0.013081776,0.042553856,0.062885491,0.055889533,0.030194723,0.006300658,0.000652331,5.86E-05,1.56E-05,9.77E-05,0.002054647,0.026905724,0.115782895,0.208742017,0.138731665,0.029893947,0.001874963,0.000261714,0.000628894,0.000406242,7.42E-05,0.001050761,0.018843382,0.084619441,0.098873069,0.025718248,0.001421847,6.25E-05,0.000289057,0.000574208,0.000179684,3.91E-06,0.000175778,0.002140583,0.00475772,0.002097615,0.000191403,3.91E-06,0,3.91E-06,3.91E-06,0,0,5.08E-05,0.000191403,0.000113279,3.12E-05,0,0,0,0,0,0,0,2.73E-05,2.34E-05,3.91E-06,3.91E-06,0,0,0,0,0,0,3.91E-06,3.91E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.55E-05,1.78E-05,0.000115531,1.78E-05,7.11E-05,9.78E-05,0.00381252,0.006745228,0.007393978,0.007758345,0.003003804,0.001786286,0.000435463,0.000204401,7.11E-05,0.000106644,0.001119761,0.014530234,0.046558956,0.061293591,0.050344815,0.031344424,0.009713483,0.001972912,0.000195514,8.00E-05,0.000417689,0.001013117,0.013419359,0.068918631,0.158712808,0.166408944,0.065319399,0.00934023,0.000586542,0.002239522,0.002950482,0.00073762,0.000453237,0.00517223,0.046096833,0.112127191,0.068669795,0.009953432,0.000319932,0.000550994,0.002737194,0.001830721,0.000195514,5.33E-05,0.00091536,0.004887846,0.005163343,0.001146422,6.22E-05,0,2.67E-05,2.67E-05,3.55E-05,8.89E-06,0,0.00017774,0.00026661,7.11E-05,1.78E-05,0,0,0,0,8.89E-06,0,0,7.11E-05,4.44E-05,8.89E-06,0,0,0,0,0,0,0,0,0,0,8.89E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,
134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000208016,0,0,2.31E-05,2.31E-05,0.000277354,0.007326769,0.013821476,0.01490778,0.022951047,0.009684279,0.001294319,0.000369805,0.00032358,0.000254241,0.000115564,0.000901401,0.014561087,0.050524661,0.058290575,0.040216336,0.023713771,0.01164887,0.004298988,0.00106319,0.000416031,0.002357509,0.001132529,0.006471594,0.034992835,0.08847594,0.131003559,0.093329635,0.027874081,0.003166459,0.006332917,0.01955346,0.011440854,0.001641011,0.00138677,0.016803032,0.076133685,0.10722045,0.040771044,0.003212684,0.000993852,0.010169648,0.015693616,0.003651828,0.00016179,0.000254241,0.003651828,0.008366847,0.004437665,0.000693385,0,2.31E-05,0.000184903,0.000300467,2.31E-05,0,2.31E-05,0.000300467,0.000416031,0,0,0,0,0,0,0,0,2.31E-05,9.25E-05,0,0,0,0,0,0,0,0,0,0,2.31E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,
135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000647333,0.000172622,0,0,4.32E-05,8.63E-05,0.005049197,0.016140169,0.020757811,0.060590368,0.041817711,0.002287243,8.63E-05,0.000215778,8.63E-05,8.63E-05,0.000517866,0.009537373,0.040566201,0.053858105,0.02839634,0.011177283,0.004790264,0.002848265,0.001941999,0.003020887,0.008803729,0.010098395,0.012256171,0.015061281,0.028094252,0.044234421,0.055109615,0.035948559,0.007163818,0.012730882,0.06115139,0.076514759,0.028137407,0.002503021,0.002675643,0.021966166,0.07168134,0.059770413,0.012299327,0.000906266,0.016830658,0.056404281,0.033186605,0.003797687,0.000129467,0.001035733,0.00483342,0.006602796,0.00163991,0.000172622,8.63E-05,0.000819955,0.001596755,0.0003884,4.32E-05,0,0.000258933,0.000172622,4.32E-05,0,0,0,0.000129467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001451155,0.000741015,0,0,0,0,0.001142398,0.005835495,0.011331357,0.061813017,0.062523157,0.004476967,6.18E-05,6.18E-05,9.26E-05,0.000185254,0.000679264,0.004847474,0.028096826,0.054896875,0.033036927,0.004476967,0.000555761,0.001142398,0.001080647,0.003303693,0.015221687,0.030505125,0.043040632,0.035259973,0.009941954,0.005187106,0.008151167,0.010188959,0.00487835,0.005094479,0.053785353,0.147863406,0.113066568,0.025472397,0.001543782,0.001976041,0.013122144,0.023372854,0.010281586,0.001358528,0.005681116,0.055329134,0.072156354,0.015098185,0.000555761,3.09E-05,0.000833642,0.002346548,0.001173274,3.09E-05,3.09E-05,0.000679264,0.003211066,0.001111523,0.000247005,0,0,9.26E-05,3.09E-05,0,0,0,9.26E-05,0.000123503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,
137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000720941,0.000965789,2.72E-05,0,4.08E-05,0,0.000136027,0.001754744,0.005495477,0.035475753,0.045977011,0.00617561,0.000136027,5.44E-05,0.000163232,0.000299259,0.001142624,0.005862749,0.027014895,0.054587499,0.040427124,0.005577093,0.000217643,8.16E-05,0.000299259,0.001577909,0.011358226,0.042236278,0.082976263,0.073617629,0.022743658,0.002258043,0.000802557,0.001550704,0.001237843,0.001373869,0.018431613,0.105774332,0.173433993,0.081779229,0.010419642,0.000462491,0.001061008,0.00448888,0.004148813,0.000707339,0.001074611,0.019914303,0.061851323,0.033204108,0.003278243,2.72E-05,2.72E-05,0.000476093,0.000435285,9.52E-05,1.36E-05,0.000217643,0.001537101,0.001863565,0.000476093,0,0,2.72E-05,1.36E-05,0,0,1.36E-05,6.80E-05,9.52E-05,8.16E-05,1.36E-05,0,0,0,0,0,0,0,5.44E-05,4.08E-05,2.72E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,
138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000357667,0.000826334,4.32E-05,0,6.17E-05,0,3.70E-05,0.0003885,0.002731836,0.018241018,0.02667086,0.005913839,0.000191167,1.85E-05,6.17E-05,0.000357667,0.001572502,0.007054674,0.026313193,0.051904885,0.042254042,0.00950901,0.000524167,1.85E-05,8.02E-05,0.000770834,0.00682034,0.037265204,0.098802432,0.115914949,0.048457715,0.00674634,0.000215834,0.0002775,0.0003515,0.000320667,0.004569505,0.048167882,0.155079488,0.148185148,0.037462537,0.002312502,0.0001295,0.001005168,0.001387501,0.0004995,0.000191167,0.004322838,0.030537364,0.040885041,0.009891343,0.000604334,0,3.70E-05,0.000104833,5.55E-05,0,6.78E-05,0.000511834,0.001584835,0.000894168,6.17E-05,0,0,6.17E-06,0,0,0,6.17E-06,0.000111,0.000172667,1.85E-05,6.17E-06,0,0,0,0,0,0,6.17E-06,1.23E-05,3.08E-05,6.17E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,
139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.13E-05,0.000602865,5.42E-05,2.03E-05,5.42E-05,1.02E-05,7.45E-05,0.000287885,0.001944069,0.00973728,0.014932753,0.005354657,0.00032514,1.02E-05,4.06E-05,0.000287885,0.00163925,0.008158994,0.024476981,0.045794003,0.041997311,0.012524682,0.000904297,3.05E-05,1.69E-05,0.000247242,0.003586706,0.026614102,0.093142584,0.144040615,0.083107259,0.016209607,0.000880589,5.76E-05,8.81E-05,0.00010838,0.000934779,0.016362017,0.097833413,0.176219361,0.087066522,0.011843919,0.000372557,0.000298045,0.000582543,0.000562222,8.13E-05,0.000850107,0.011518779,0.033133846,0.019569392,0.002536773,4.74E-05,1.02E-05,4.06E-05,1.35E-05,0,0,0.000176118,0.000938166,0.001016064,0.000233695,1.35E-05,0,0,0,0,0,0,4.06E-05,0.000115154,0.000104993,6.77E-06,0,0,0,0,0,0,0,3.39E-06,1.35E-05,6.77E-06,0,0,0,0,0,0,0,0,6.77E-06,3.39E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.21E-05,0.000445835,6.69E-05,4.95E-06,3.22E-05,4.46E-05,0.000151088,0.000351714,0.00149107,0.005721546,0.00858975,0.003826749,0.000544909,2.23E-05,2.97E-05,0.000225394,0.001644635,0.008884497,0.023743179,0.041133213,0.040090455,0.015336717,0.001840307,7.43E-05,7.43E-06,0.000121366,0.001632251,0.01609959,0.073929315,0.149173843,0.120367962,0.034373862,0.00303663,0.000113936,6.44E-05,6.19E-05,0.000163473,0.004706034,0.049284559,0.153728789,0.140232379,0.035436435,0.002261373,0.000128797,0.000317038,0.000364098,0.00016595,0.00016595,0.003291747,0.019856986,0.026794671,0.007007037,0.000549863,4.95E-06,2.97E-05,4.71E-05,9.91E-06,0,2.97E-05,0.000371529,0.000881762,0.000522617,6.69E-05,0,0,0,0,0,2.48E-06,3.47E-05,6.94E-05,8.42E-05,3.96E-05,0,0,0,0,0,0,2.48E-06,1.24E-05,7.43E-06,2.48E-06,2.48E-06,0,0,0,0,0,0,0,0,2.48E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
