105,2,-21,20,,
105,2,-21,20,,
105,2,-21,20,,
105,2,-21,20,,
105,2,-21,21,,
105,2,-21,21,,
105,2,-21,21,,
105,2,-21,21,,
105,2,-21,21,,
105,2,-21,21,,
105,2,-21,21,,
105,2,-21,21,,
105,2,-21,21,,
105,2,-21,21,,
105,2,-21,21,,
105,2,-21,21,,
105,2,-21,21,,
105,2,-21,21,,
105,2,-21,21,,
105,2,-22,21,,
105,2,-22,21,,
105,2,-22,21,,
105,2,-22,21,,
105,2,-26,25,,
105,2,-26,25,,
105,2,-26,25,,
105,2,-26,25,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,2,-26,26,,
105,3,-23,0,40,
105,3,-23,0,41,
105,3,-23,0,41,
105,3,-23,0,41,
105,3,-24,0,40,
105,3,-24,0,40,
105,3,-24,0,40,
105,3,-30,0,32,
105,3,-31,0,32,
105,3,-32,0,32,
105,3,-32,0,32,
105,3,-32,0,32,
105,3,-32,0,33,
105,4,-40,-12,12,41
105,4,-35,-7,7,37
