1.5104667925e+03,1.0552382729e+03,6.8855912552e+01
1.7127309872e+03,5.3722737410e+02,1.3223784519e+02
1.3400506761e+03,1.2934465412e+03,2.3125745335e+01
1.5347798476e+03,1.0298361462e+03,6.3340894297e+01
1.3230329455e+03,1.2268676082e+03,3.1006295108e+01
1.6532649140e+03,1.0000146792e+03,2.8868573945e+01
1.7776646767e+03,7.8206307599e+02,1.0255441109e+02
1.6955893870e+03,7.0081601414e+02,6.7413196979e+01
1.6954778888e+03,9.3567897964e+02,7.8403060854e+01
1.9029460081e+03,9.3317408532e+02,4.4071733158e+01
1.5010282474e+03,1.3672271060e+03,1.9109290222e+01
1.5733236898e+03,1.2800542102e+03,5.1543010814e+01
1.6023195077e+03,1.1969282679e+03,3.7701567694e+01
1.4413105750e+03,9.1588958729e+02,7.0872054004e+01
1.7771027170e+03,1.0933955441e+03,3.4851589629e+01
1.5766847075e+03,1.3746595610e+03,2.4918878998e+01
1.1964535730e+03,1.1680187615e+03,3.9436712864e+01
1.3002256208e+03,1.1432409541e+03,6.7291175819e+01
1.4908026899e+03,1.0259213043e+03,2.8266974552e+01
1.2954487792e+03,1.0625178341e+03,2.2778714568e+01
1.7294132016e+03,9.2113281483e+02,4.2994638668e+01
1.3422559440e+03,8.1780240901e+02,8.1793564875e+01
1.5707277659e+03,1.0652142780e+03,4.2953021575e+01
1.7558199202e+03,5.0616051606e+02,1.5143587947e+02
1.5039403071e+03,1.3123252444e+03,3.3644290180e+01
1.9283614974e+03,6.4493744168e+02,8.3136661557e+01
1.6376720349e+03,1.0629353696e+03,4.1886486058e+01
1.4504242128e+03,1.2582381671e+03,5.8670198786e+01
1.5380903470e+03,7.7549407010e+02,3.6538520626e+01
1.4870879875e+03,9.7797473367e+02,6.6334913940e+01
1.6083913101e+03,8.8245228917e+02,1.3597584520e+02
2.1219884523e+03,7.7198013209e+02,4.5230826387e+01
1.3387310337e+03,6.7136370644e+02,1.4691243407e+02
1.7513417842e+03,9.7853255009e+02,1.8247820989e+01
1.5496543254e+03,1.2490354257e+03,1.9459018045e+01
1.4025112498e+03,6.3198035982e+02,1.4213162016e+02
1.4981724762e+03,1.1053550963e+03,5.9846026102e+01
1.6575442406e+03,3.7051845715e+02,1.4598155095e+02
1.3492138807e+03,1.1444460142e+03,7.3662984979e+01
1.2944777534e+03,1.0664550943e+03,9.5539554278e+01
1.5206593828e+03,1.2799657351e+03,5.0007856894e+01
1.2935615560e+03,1.1772690154e+03,3.6002366193e+01
1.3187202165e+03,1.2086073366e+03,6.4383737890e+01
1.5339567834e+03,1.1164554454e+03,4.3452060646e+01
1.5256296646e+03,1.2882531505e+03,3.9308716585e+01
1.4128643418e+03,1.0274056051e+03,3.6770430909e+01
1.4174562255e+03,1.0074208058e+03,5.9354321124e+01
1.3216497386e+03,1.1646345875e+03,3.6320197781e+01
1.7476781906e+03,5.8900122848e+02,9.9675741891e+01
1.6344665177e+03,7.6016221281e+02,3.9418304945e+01
1.3913502823e+03,1.2513363705e+03,6.5479273419e+01
1.1536688903e+03,1.1105662883e+03,7.3192557497e+01
1.5356033826e+03,1.2525446005e+03,4.3829259647e+01
1.4084692318e+03,1.1554463199e+03,6.6579576556e+01
2.0262876836e+03,6.0872291522e+02,7.1944577354e+01
1.4494199211e+03,9.4273718190e+02,1.0015974504e+02
1.5457079083e+03,1.0262406327e+03,8.3559192303e+01
1.5249987830e+03,1.1237246214e+03,1.8279663306e+01
1.3136965785e+03,1.1571650577e+03,4.1324635825e+01
1.2706467657e+03,8.8829643541e+02,6.8792417015e+01
1.2823337466e+03,1.1275954574e+03,5.5654751843e+01
1.3993642241e+03,1.0807896954e+03,9.7203482565e+01
1.9014849781e+03,6.7359313432e+02,9.6918796650e+01
1.8451256421e+03,7.3067437521e+02,1.1073327720e+02
1.7585206993e+03,8.5279593638e+02,5.4966798637e+01
1.3671430476e+03,1.0686144788e+03,5.3729865147e+01
1.6425719402e+03,1.1121455257e+03,6.9798362571e+01
1.5702256767e+03,1.1204491183e+03,1.0719291921e+02
1.7873341796e+03,8.2740358624e+02,8.4070662535e+01
1.4280383184e+03,1.0236251861e+03,3.3745538702e+01
1.3642695251e+03,1.1107513844e+03,4.3657733470e+01
1.6810453706e+03,3.4258272883e+02,2.5299592137e+02
1.4564454347e+03,9.6391625775e+02,3.0678855032e+01
1.5203778381e+03,7.8288641860e+02,7.3803731484e+01
1.5285510075e+03,1.1574989286e+03,4.9683781846e+01
1.3608282070e+03,1.2668994406e+03,1.8626385782e+01
1.4950240085e+03,1.0326546931e+03,3.1005655667e+01
1.7908252254e+03,1.0192122959e+03,2.7119154065e+01
1.5700692748e+03,1.1313037062e+03,4.5548077458e+01
1.6102605946e+03,1.3151332741e+03,3.2804164711e+01
1.4829169109e+03,1.1546872036e+03,5.7288697412e+01
2.1365944611e+03,4.3540921070e+02,1.1520303479e+02
1.2867066303e+03,1.1811221867e+03,3.1102768651e+01
1.5446887585e+03,1.3359022690e+03,1.8788952403e+01
1.4229804984e+03,1.1883525833e+03,3.7974343902e+01
1.4117312490e+03,8.2903757463e+02,1.1590478055e+02
1.6740693346e+03,9.6672160005e+02,3.4648688102e+01
1.6138234057e+03,1.1202408794e+03,5.7737698182e+01
1.6210835585e+03,1.0126532370e+03,5.4194128244e+01
1.5461169789e+03,9.7285260713e+02,6.6946645100e+01
1.2149911274e+03,1.0172473234e+03,8.3288666842e+01
1.7470025143e+03,1.0685842227e+03,5.3179661298e+01
1.5946712555e+03,9.3058074866e+02,5.9927857033e+01
1.5970786663e+03,1.0796507413e+03,2.9468999283e+01
1.4384544599e+03,1.2816371648e+03,4.3231614137e+01
1.4080580097e+03,1.0731613229e+03,4.1639641625e+01
1.4038170924e+03,1.0291072688e+03,6.3034740120e+01
1.7339851822e+03,6.3970184276e+02,3.7882759869e+01
1.4672256728e+03,8.8034636389e+02,3.7723467311e+01
1.5275458381e+03,1.4714418548e+03,3.0205039910e+01
1.8062047779e+03,8.7257219329e+02,7.1899090133e+01
2.1029316334e+03,6.1895086042e+02,9.6251029543e+01
1.4468991694e+03,9.6144145016e+02,1.8095276051e+01
1.7255124978e+03,9.9103950120e+02,2.1147717827e+01
1.6056229376e+03,8.7156394162e+02,3.5162516185e+01
1.5641339386e+03,1.0477367538e+03,4.5438654593e+01
1.4831775632e+03,1.1413045339e+03,8.0011708956e+01
1.8102324274e+03,1.0436986304e+03,3.6097981024e+01
1.4520056082e+03,1.2505182896e+03,8.6885700452e+01
1.7298305483e+03,9.3601866967e+02,2.5880664167e+01
1.7449482332e+03,8.7554132803e+02,4.4551103078e+01
1.5701401655e+03,1.0764087057e+03,6.2015972632e+01
1.4100595205e+03,1.0870391406e+03,7.5821172139e+01
1.4216090185e+03,1.0737211561e+03,3.4118455328e+01
1.1919039262e+03,1.1535343940e+03,1.1093769843e+02
1.5554923670e+03,1.1037174011e+03,4.7242627150e+01
1.8737806595e+03,7.6099638073e+02,9.5962714714e+01
1.4026012365e+03,1.0163717313e+03,4.3579621789e+01
1.9831406390e+03,5.9703349415e+02,7.9841306900e+01
1.5415824296e+03,1.1409082244e+03,4.8428619161e+01
1.6576484422e+03,4.6224879821e+02,1.6786737896e+02
1.9540225472e+03,5.2678678342e+02,8.4460307997e+01
1.4475737333e+03,1.1349702667e+03,3.5308863469e+01
1.2856408425e+03,1.1398042705e+03,4.5139727666e+01
1.6362841408e+03,1.1908097285e+03,2.8469086898e+01
1.4471576870e+03,1.0613560840e+03,6.5309088645e+01
1.4490324371e+03,1.0331562695e+03,3.6432030601e+01
1.8165896745e+03,6.8459019366e+02,1.0011818293e+02
1.5066426669e+03,1.0181456833e+03,6.8905970533e+01
1.4441730179e+03,1.0261005744e+03,4.1163439014e+01
1.3808280227e+03,9.4146594146e+02,9.7221879756e+01
1.4509170410e+03,1.2715300779e+03,5.7119215727e+01
1.4061938451e+03,1.2695477347e+03,2.8154930512e+01
1.4993655210e+03,7.5638095538e+02,1.1760782981e+02
1.5713192563e+03,8.8109903927e+02,4.3134966500e+01
1.3597483986e+03,1.1544978624e+03,3.0829954990e+01
1.4632460691e+03,1.0448513799e+03,8.0995814490e+01
1.7606250551e+03,1.1548961294e+03,3.2850440861e+01
1.3760244948e+03,1.2210405565e+03,6.5332130493e+01
1.4159902001e+03,1.3050444081e+03,5.1456856820e+01
1.6802998921e+03,5.5282240530e+02,1.3758338863e+02
1.5269273920e+03,1.2939538484e+03,3.7576202670e+01
1.5046481333e+03,9.6349432102e+02,3.6084437704e+01
1.7045238382e+03,1.0232080643e+03,4.8721354171e+01
1.4316121417e+03,1.0149212528e+03,3.5690186913e+01
1.8334773933e+03,5.9253114504e+02,9.0639262753e+01
