1.5436093654e+03,1.0133135450e+03,5.1886596268e+01
1.4794368813e+03,7.0572284649e+02,1.1876148003e+02
1.5171483445e+03,8.4406593722e+02,1.3573161883e+02
1.9551559400e+03,5.3246372443e+02,9.3915968816e+01
1.3598241243e+03,6.1251772879e+02,1.9717462961e+02
1.2817380339e+03,1.1410993781e+03,3.3387018717e+01
1.4066797572e+03,1.0606797073e+03,4.5055287763e+01
1.6217576437e+03,7.8036672676e+02,6.2586276216e+01
1.3116328685e+03,9.1223567309e+02,1.2300837710e+02
1.3781731626e+03,6.7955942223e+02,1.7591483829e+02
2.0816019735e+03,3.4171419942e+02,9.5909903667e+01
2.1930966798e+03,5.1474902685e+02,6.5273008848e+01
1.8726260513e+03,5.1198782344e+02,1.6376769141e+02
1.5047272123e+03,5.9526354498e+02,1.7337326177e+02
2.0867332431e+03,5.6740695013e+02,8.3012449008e+01
2.1085251251e+03,5.3688356403e+02,7.7667385089e+01
1.3574122240e+03,6.0824509970e+02,1.8084198913e+02
1.5827397935e+03,5.3371517748e+02,1.9946808932e+02
1.6588698842e+03,1.0270141258e+03,4.6322092355e+01
1.3352158809e+03,1.2977224558e+03,5.4406970638e+01
1.1938472881e+03,6.7818939228e+02,2.9176758780e+02
1.4171392423e+03,1.0633448309e+03,6.2252161103e+01
1.2386651079e+03,1.1750984214e+03,5.6665406919e+01
1.4372948328e+03,1.2272079854e+03,4.4615959916e+01
1.4045805258e+03,1.1777184490e+03,4.7936718516e+01
1.5036913589e+03,9.1242985313e+02,5.6274980113e+01
1.6786726417e+03,8.5415175965e+02,1.0644568554e+02
1.6417021487e+03,8.5495377022e+02,3.6083402498e+01
2.2900704132e+03,3.5556312155e+02,6.1233294773e+01
1.9185950573e+03,4.8631196090e+02,6.3948303754e+01
1.7807911227e+03,4.8590281128e+02,1.2370706140e+02
1.6294297225e+03,1.2454196348e+03,3.6907549497e+01
1.3861170459e+03,1.2187954121e+03,3.8953098972e+01
1.6672671696e+03,1.0059687013e+03,3.9365852750e+01
1.3020558095e+03,8.1784115031e+02,2.3217230924e+02
1.8932835700e+03,5.4971785787e+02,1.2764034287e+02
1.6376998194e+03,9.3923443505e+02,3.0235419730e+01
1.6175177976e+03,1.1312028710e+03,4.4990546727e+01
1.9674037886e+03,8.0523653197e+02,4.8632588369e+01
2.1206343042e+03,3.2078315306e+02,9.4547331141e+01
1.2985191614e+03,1.1048473893e+03,8.7229810141e+01
1.9133464550e+03,3.9990580964e+02,1.0399633664e+02
1.7904210051e+03,6.6829150128e+02,6.8975307974e+01
1.4881110786e+03,6.5982535510e+02,2.3291798601e+02
1.2851724854e+03,6.9118626712e+02,2.4362826722e+02
1.9701778380e+03,9.3866383573e+02,2.4555119448e+01
1.3130956591e+03,6.5689877549e+02,1.5866685369e+02
1.6703890889e+03,8.8658028726e+02,5.0427809220e+01
1.0087878932e+03,9.1621322534e+02,1.6393262867e+02
1.7584974919e+03,7.7869418300e+02,1.4590645699e+02
1.2259754309e+03,6.9688307570e+02,2.7315573079e+02
2.0739784918e+03,4.1359742000e+02,1.1546448184e+02
2.0077748205e+03,4.3401501234e+02,6.6766385449e+01
1.7689995677e+03,7.2855390051e+02,4.6974272855e+01
1.0376497884e+03,7.8803754320e+02,2.2290522175e+02
1.6265532702e+03,1.0169895442e+03,3.2770623146e+01
1.9107036969e+03,7.6355154483e+02,5.9040604193e+01
1.4666666626e+03,7.9875672830e+02,7.2915826468e+01
1.5347731577e+03,9.5640041950e+02,8.3383239458e+01
1.3505572788e+03,1.2154982382e+03,3.2006821609e+01
1.2852565031e+03,7.6117081552e+02,2.1523877961e+02
1.5678202050e+03,8.1062756351e+02,4.8636285770e+01
1.3256797193e+03,1.1283558140e+03,4.7952222764e+01
1.4722654184e+03,9.3111175763e+02,2.8578096069e+01
1.5146233860e+03,4.6588232093e+02,2.6574423839e+02
1.9348248744e+03,6.9492459733e+02,7.5698520946e+01
1.3000849245e+03,9.3917515567e+02,1.7851968915e+02
1.5821718566e+03,1.3947477806e+03,4.9810814674e+01
1.7523693530e+03,1.1437270177e+03,2.9070567279e+01
1.9846615072e+03,6.6305846262e+02,4.8831191374e+01
1.3114289646e+03,8.1338517546e+02,1.3948699237e+02
1.5494103938e+03,1.1861007870e+03,4.0089515687e+01
1.3018771792e+03,8.2920464783e+02,1.7203513922e+02
1.5141465698e+03,7.7212896078e+02,1.3916746301e+02
9.5388744761e+02,7.0442959984e+02,2.6808026613e+02
2.0778414031e+03,5.8133392339e+02,6.3068661006e+01
