Sequence,Lac,Proteins,Orientation,Seed1,Seed2,Energy,nProteins,Tw,Wr,Lk,Angle
105,minicircle,HU+87,MC,780390,43523,343.511,2,10.065,-0.065,10.000,0.000
105,minicircle,HU+87,MC,185921,278694,315.289,2,9.900,0.100,8.000,0.000
105,minicircle,HU+87,MC,69729,357779,340.107,2,9.935,0.065,10.000,0.000
105,minicircle,HU+87,MC,400310,342927,293.963,2,10.055,-0.055,10.000,0.000
105,minicircle,HU+87,MC,118379,318150,360.474,2,9.900,0.100,10.000,0.000
105,minicircle,HU+87,MC,546423,333137,325.756,2,9.857,0.143,10.000,0.000
105,minicircle,HU+87,MC,428740,43523,314.166,2,10.049,-0.049,10.000,0.000
105,minicircle,HU+87,MC,711681,278694,342.085,2,9.918,0.082,10.000,0.000
105,minicircle,HU+87,MC,655870,342927,287.251,2,10.034,-0.034,10.000,0.000
105,minicircle,HU+87,MC,875406,333137,295.937,2,9.888,0.112,10.000,0.000
105,minicircle,HU+87,MC,381404,13359,324.477,2,10.023,-0.023,10.000,0.000
105,minicircle,HU+87,MC,9939,43523,328.420,2,10.035,-0.035,10.000,0.000
105,minicircle,HU+87,MC,827599,397009,317.086,2,10.015,-0.015,10.000,0.000
105,minicircle,HU+87,MC,461868,342927,302.186,2,10.041,-0.041,10.000,0.000
105,minicircle,HU+87,MC,907904,333137,305.331,2,9.922,0.078,10.000,0.000
105,minicircle,HU+87,MC,490483,43523,337.507,2,10.024,-0.024,10.000,0.000
105,minicircle,HU+87,MC,426158,13359,309.335,2,10.087,-0.087,10.000,0.000
105,minicircle,HU+87,MC,375000,342927,275.897,2,10.072,-0.072,10.000,0.000
105,minicircle,HU+87,MC,180522,333137,289.420,2,9.347,-0.347,10.000,0.000
105,minicircle,HU+87,MC,887362,43523,328.240,2,10.041,-0.041,10.000,0.000
105,minicircle,HU+87,MC,252890,13359,310.486,2,10.057,-0.057,10.000,0.000
105,minicircle,HU+87,MC,892852,420817,371.423,2,9.942,0.058,10.000,0.000
105,minicircle,HU+87,MC,602630,342927,316.656,2,10.165,-0.165,10.000,0.000
105,minicircle,HU+87,MC,780439,333137,302.126,2,9.875,0.125,10.000,0.000
105,minicircle,HU+87,MC,578906,43523,338.760,2,10.001,-0.001,10.000,0.000
105,minicircle,HU+87,MC,650776,13359,323.792,2,9.995,0.005,10.000,0.000
105,minicircle,HU+87,MC,930944,401305,312.825,3,9.015,-0.015,10.000,0.000
105,minicircle,HU+87,MC,406349,198714,349.879,2,9.947,0.053,10.000,0.000
105,minicircle,HU+87,MC,474391,333137,319.235,2,9.851,0.149,10.000,0.000
105,minicircle,HU+87,MC,721034,43523,327.666,2,10.052,-0.052,10.000,0.000
105,minicircle,HU+87,MC,798974,415901,301.578,2,9.043,-0.043,10.000,0.000
105,minicircle,HU+87,MC,900344,13359,344.861,2,10.094,-0.094,10.000,0.000
105,minicircle,HU+87,MC,44987,313278,333.705,2,10.039,-0.039,10.000,0.000
105,minicircle,HU+87,MC,731021,372486,317.756,2,10.030,-0.030,10.000,0.000
105,minicircle,HU+87,MC,742887,401305,326.152,3,9.840,0.160,10.000,0.000
105,minicircle,HU+87,MC,661646,108818,316.170,2,10.144,-0.144,10.000,0.000
105,minicircle,HU+87,MC,413468,43523,335.992,2,10.134,-0.134,10.000,0.000
105,minicircle,HU+87,MC,19567,99025,317.998,2,9.904,0.096,10.000,0.000
105,minicircle,HU+87,MC,626139,333137,316.418,2,10.036,-0.036,9.000,0.000
105,minicircle,HU+87,MC,65864,13359,315.897,2,10.039,-0.039,10.000,0.000
105,minicircle,HU+87,MC,540142,313278,303.131,2,9.977,0.023,10.000,0.000
105,minicircle,HU+87,MC,895239,43523,311.845,2,10.096,-0.096,10.000,0.000
105,minicircle,HU+87,MC,877062,372487,295.590,2,9.852,0.148,10.000,0.000
105,minicircle,HU+87,MC,660596,425033,311.442,2,9.848,0.152,10.000,0.000
105,minicircle,HU+87,MC,814653,13359,313.811,2,10.074,-0.074,10.000,0.000
105,minicircle,HU+87,MC,155747,108819,306.315,2,10.032,-0.032,10.000,0.000
105,minicircle,HU+87,MC,752503,43523,347.929,2,10.082,-0.082,10.000,0.000
105,minicircle,HU+87,MC,732111,372487,314.840,2,10.276,-0.276,10.000,0.000
105,minicircle,HU+87,MC,140007,13359,335.542,2,10.160,-0.160,10.000,0.000
105,minicircle,HU+87,MC,91899,183596,328.466,2,9.901,0.099,10.000,0.000
105,minicircle,HU+87,MC,383096,108819,345.790,2,10.111,-0.111,10.000,0.000
105,minicircle,HU+87,MC,617926,68555,327.746,2,10.015,-0.015,10.000,0.000
105,minicircle,HU+87,MC,409541,43523,323.582,2,10.042,-0.042,10.000,0.000
105,minicircle,HU+87,MC,877259,108819,305.733,2,10.021,-0.021,10.000,0.000
105,minicircle,HU+87,MC,653364,372488,305.626,2,9.930,0.070,10.000,0.000
105,minicircle,HU+87,MC,378400,357795,327.058,2,9.856,0.144,10.000,0.000
105,minicircle,HU+87,MC,731477,298367,331.771,2,9.855,0.145,10.000,0.000
105,minicircle,HU+87,MC,569365,43523,327.411,2,10.139,-0.139,10.000,0.000
105,minicircle,HU+87,MC,127676,108819,324.274,2,10.026,-0.026,10.000,0.000
105,minicircle,HU+87,MC,707568,411105,291.262,2,9.885,0.115,10.000,0.000
105,minicircle,HU+87,MC,551761,372488,307.730,2,10.071,-0.071,10.000,0.000
105,minicircle,HU+87,MC,755571,298367,316.706,2,10.002,-0.002,10.000,0.000
105,minicircle,HU+87,MC,112369,43523,331.314,2,10.125,-0.125,10.000,0.000
105,minicircle,HU+87,MC,292020,108819,311.120,2,10.024,-0.024,10.000,0.000
105,minicircle,HU+87,MC,499762,372488,303.537,2,10.038,-0.038,9.000,0.000
105,minicircle,HU+87,MC,755082,99033,337.800,2,9.866,0.134,10.000,0.000
105,minicircle,HU+87,MC,701620,298367,325.228,2,9.961,0.039,10.000,0.000
105,minicircle,HU+87,MC,219647,198726,300.516,2,8.989,0.011,10.000,0.000
105,minicircle,HU+87,MC,956894,43523,333.250,2,8.940,0.060,10.000,0.000
105,minicircle,HU+87,MC,726026,308264,298.465,2,9.985,0.015,10.000,0.000
105,minicircle,HU+87,MC,254986,108819,313.505,2,10.001,-0.001,10.000,0.000
105,minicircle,HU+87,MC,61479,43523,318.864,2,10.130,-0.130,10.000,0.000
105,minicircle,HU+87,MC,401167,308264,283.761,2,9.955,0.045,10.000,0.000
105,minicircle,HU+87,MC,713036,372489,294.453,3,9.935,0.065,10.000,0.000
105,minicircle,HU+87,MC,350750,108819,316.882,2,10.015,-0.015,10.000,0.000
105,minicircle,HU+87,MC,919827,352922,313.154,2,10.092,-0.092,10.000,0.000
105,minicircle,HU+87,MC,93985,283513,318.715,2,9.905,0.095,10.000,0.000
105,minicircle,HU+87,MC,368703,108819,332.907,2,10.061,-0.061,10.000,0.000
105,minicircle,HU+87,MC,869523,411111,286.738,2,10.135,-0.135,10.000,0.000
105,minicircle,HU+87,MC,600023,53903,296.191,2,10.081,-0.081,9.000,0.000
105,minicircle,HU+87,MC,630895,108819,306.765,2,9.957,0.043,10.000,0.000
105,minicircle,HU+87,MC,550863,411111,329.313,2,10.016,-0.016,10.000,0.000
105,minicircle,HU+87,MC,816524,123890,321.512,2,9.849,0.151,10.000,0.000
105,minicircle,HU+87,MC,910913,303273,301.289,2,9.978,0.022,10.000,0.000
105,minicircle,HU+87,MC,709615,108819,335.317,2,10.137,-0.137,10.000,0.000
105,minicircle,HU+87,MC,286292,367750,343.406,2,10.053,-0.053,10.000,0.000
105,minicircle,HU+87,MC,283873,348005,313.675,2,10.143,-0.143,9.000,0.000
105,minicircle,HU+87,MC,568079,123890,337.117,2,9.934,0.066,10.000,0.000
105,minicircle,HU+87,MC,718480,303273,335.964,2,9.935,0.065,10.000,0.000
105,minicircle,HU+87,MC,539700,43529,262.894,2,9.996,0.004,10.000,0.000
105,minicircle,HU+87,MC,307907,367750,340.813,2,10.046,-0.046,10.000,0.000
105,minicircle,HU+87,MC,480538,43529,271.242,2,9.880,0.120,10.000,0.000
105,minicircle,HU+87,MC,25003,38949,316.362,2,10.015,-0.015,10.000,0.000
105,minicircle,HU+87,MC,293442,43529,282.455,2,9.942,0.058,10.000,0.000
105,minicircle,HU+87,MC,956894,83794,302.061,2,9.858,0.142,10.000,0.000
105,minicircle,HU+87,MC,796433,303277,357.533,2,9.991,0.009,10.000,0.000
105,minicircle,HU+87,MC,417403,229005,367.801,2,10.030,-0.030,10.000,0.000
105,minicircle,HU+87,MC,265659,38950,292.489,2,9.996,0.004,10.000,0.000
105,minicircle,HU+87,MC,71715,83794,313.038,2,9.937,0.063,10.000,0.000
105,minicircle,HU+87,MC,854499,154258,303.972,2,9.982,0.018,10.000,0.000
105,minicircle,HU+87,MC,640945,83794,292.689,2,9.999,0.001,10.000,0.000
105,minicircle,HU+87,MC,30307,154258,327.819,2,9.990,0.010,10.000,0.000
105,minicircle,HU+87,MC,508335,348013,312.122,2,9.863,0.137,10.000,0.000
105,minicircle,HU+87,MC,612120,288538,296.787,2,9.899,0.101,10.000,0.000
105,minicircle,HU+87,MC,500496,357815,324.043,2,9.978,0.022,10.000,0.000
105,minicircle,HU+87,MC,804795,33835,331.398,2,9.904,0.096,10.000,0.000
105,minicircle,HU+87,MC,811462,273785,326.797,2,10.157,-0.157,10.000,0.000
105,minicircle,HU+87,MC,132816,288538,302.854,2,9.885,0.115,10.000,0.000
105,minicircle,HU+87,MC,137604,357815,334.093,2,9.885,0.115,10.000,0.000
105,minicircle,HU+87,MC,793094,33835,319.105,2,8.998,0.002,9.000,0.000
105,minicircle,HU+87,MC,710739,392281,295.502,2,9.969,0.031,10.000,0.000
105,minicircle,HU+87,MC,455013,288538,305.033,2,9.808,0.192,10.000,0.000
105,minicircle,HU+87,MC,323391,53920,308.643,2,10.035,-0.035,10.000,0.000
105,minicircle,HU+87,MC,969849,392281,328.261,2,9.824,0.176,10.000,0.000
105,minicircle,HU+87,MC,31959,273786,348.228,2,9.841,0.159,9.000,0.000
105,minicircle,HU+87,MC,811355,352941,304.138,2,9.992,0.008,10.000,0.000
105,minicircle,HU+87,MC,720370,357816,334.328,2,9.811,0.189,10.000,0.000
105,minicircle,HU+87,MC,103562,53920,292.878,2,9.968,0.032,10.000,0.000
105,minicircle,HU+87,MC,605547,392281,324.912,2,9.962,0.038,10.000,0.000
105,minicircle,HU+87,MC,782148,273786,331.283,2,9.956,0.044,9.000,0.000
105,minicircle,HU+87,MC,335869,352941,308.025,2,10.065,-0.065,10.000,0.000
105,minicircle,HU+87,MC,550712,323204,308.055,2,10.079,-0.079,10.000,0.000
105,minicircle,HU+87,MC,299103,372511,317.574,2,10.011,-0.011,10.000,0.000
105,minicircle,HU+87,MC,837291,288539,315.289,4,9.480,-0.480,9.000,0.000
105,minicircle,HU+87,MC,364547,53920,285.940,2,9.972,0.028,10.000,0.000
105,minicircle,HU+87,MC,994558,342968,303.326,2,9.915,0.085,10.000,0.000
105,minicircle,HU+87,MC,211332,401341,311.072,2,9.992,0.008,10.000,0.000
105,minicircle,HU+87,MC,637545,392281,322.633,2,9.934,0.066,10.000,0.000
105,minicircle,HU+87,MC,557674,425065,300.875,2,10.063,-0.063,10.000,0.000
105,minicircle,HU+87,MC,536060,352941,319.018,2,9.985,0.015,10.000,0.000
105,minicircle,HU+87,MC,39929,53920,284.356,2,10.013,-0.013,10.000,0.000
105,minicircle,HU+87,MC,399240,392281,302.327,2,10.006,-0.006,10.000,0.000
105,minicircle,HU+87,MC,500080,298395,316.815,2,9.923,0.077,10.000,0.000
105,minicircle,HU+87,MC,316484,352941,309.997,2,9.987,0.013,9.000,0.000
105,minicircle,HU+87,MC,557334,338100,326.628,2,9.918,0.082,10.000,0.000
105,minicircle,HU+87,MC,735657,308291,308.109,3,8.999,0.001,9.000,0.000
105,minicircle,HU+87,MC,826880,420860,312.852,2,9.902,0.098,10.000,0.000
105,minicircle,HU+87,MC,497592,53920,316.507,2,10.115,-0.115,10.000,0.000
105,minicircle,HU+87,MC,886217,298395,321.861,2,10.102,-0.102,10.000,0.000
105,minicircle,HU+87,MC,71774,392281,331.381,2,9.946,0.054,10.000,0.000
105,minicircle,HU+87,MC,521366,352941,293.173,2,9.983,0.017,10.000,0.000
105,minicircle,HU+87,MC,946689,420860,305.581,2,9.976,0.024,10.000,0.000
105,minicircle,HU+87,MC,451090,53920,315.446,2,9.941,0.059,10.000,0.000
105,minicircle,HU+87,MC,462051,298395,346.618,2,9.978,0.022,10.000,0.000
105,minicircle,HU+87,MC,371731,392281,315.272,2,9.973,0.027,10.000,0.000
105,minicircle,HU+87,MC,941362,123912,338.648,2,9.784,0.216,10.000,0.000
105,minicircle,HU+87,MC,372861,352941,319.880,2,10.071,-0.071,10.000,0.000
105,minicircle,HU+87,MC,220168,420860,313.293,2,9.889,0.111,10.000,0.000
105,minicircle,HU+87,MC,481420,53920,300.899,2,10.033,-0.033,10.000,0.000
105,minicircle,HU+87,MC,325036,213594,342.634,2,10.096,-0.096,10.000,0.000
105,minicircle,HU+87,MC,930180,229025,297.147,2,9.922,0.078,10.000,0.000
105,minicircle,HU+87,MC,334650,392281,312.643,2,10.017,-0.017,10.000,0.000
105,minicircle,HU+87,MC,741452,352941,320.470,2,10.071,-0.071,10.000,0.000
105,minicircle,HU+87,MC,769487,99067,328.096,2,9.959,0.041,10.000,0.000
105,minicircle,HU+87,MC,963296,372519,311.044,2,9.797,0.203,10.000,0.000
105,minicircle,HU+87,MC,73233,53920,285.279,2,10.058,-0.058,9.000,0.000
105,minicircle,HU+87,MC,174213,372519,305.282,2,9.972,0.028,10.000,0.000
105,minicircle,HU+87,MC,172650,278750,284.268,2,9.437,-0.437,10.000,0.000
105,minicircle,HU+87,MC,715074,53920,311.636,2,10.128,-0.128,10.000,0.000
105,minicircle,HU+87,MC,62852,338106,320.904,2,9.905,0.095,10.000,0.000
105,minicircle,HU+87,MC,705230,154276,313.650,2,10.040,-0.040,10.000,0.000
105,minicircle,HU+87,MC,631488,213597,290.100,2,9.973,0.027,10.000,0.000
105,minicircle,HU+87,MC,49479,372519,304.702,2,9.994,0.006,9.000,0.000
105,minicircle,HU+87,MC,737773,53920,301.241,2,10.000,-0.000,10.000,0.000
105,minicircle,HU+87,MC,830173,357829,291.053,2,9.948,0.052,10.000,0.000
105,minicircle,HU+87,MC,129994,338106,343.352,2,9.960,0.040,10.000,0.000
105,minicircle,HU+87,MC,870065,293424,320.698,2,9.971,0.029,10.000,0.000
105,minicircle,HU+87,MC,512428,328162,309.787,3,9.970,0.030,10.000,0.000
105,minicircle,HU+87,MC,650631,154276,312.436,2,10.031,-0.031,10.000,0.000
105,minicircle,HU+87,MC,749287,401353,303.651,2,10.004,-0.004,10.000,0.000
105,minicircle,HU+87,MC,297895,372519,311.643,2,9.910,0.090,10.000,0.000
105,minicircle,HU+87,MC,951988,53920,343.038,2,10.076,-0.076,10.000,0.000
105,minicircle,HU+87,MC,971932,328162,294.042,3,10.023,-0.023,9.000,0.000
105,minicircle,HU+87,MC,952976,323216,300.885,2,9.947,0.053,10.000,0.000
105,minicircle,HU+87,MC,593919,372519,287.646,2,8.954,0.046,10.000,0.000
105,minicircle,HU+87,MC,599692,323216,304.876,2,10.028,-0.028,10.000,0.000
105,minicircle,HU+87,MC,992857,328162,287.499,3,9.989,0.011,10.000,0.000
105,minicircle,HU+87,MC,37858,8415,317.070,2,9.970,0.030,10.000,0.000
105,minicircle,HU+87,MC,86226,372519,323.388,2,10.027,-0.027,10.000,0.000
105,minicircle,HU+87,MC,174777,323216,306.747,2,9.991,0.009,10.000,0.000
105,minicircle,HU+87,MC,426089,308308,314.817,2,10.093,-0.093,10.000,0.000
105,minicircle,HU+87,MC,876074,308308,294.645,2,10.078,-0.078,10.000,0.000
105,minicircle,HU+87,MC,603999,415962,306.446,2,9.935,0.065,10.000,0.000
105,minicircle,HU+87,MC,289463,323219,334.887,2,9.923,0.077,10.000,0.000
105,minicircle,HU+87,MC,883308,323219,341.574,2,9.962,0.038,10.000,0.000
105,minicircle,HU+87,MC,745358,352956,307.834,2,9.956,0.044,10.000,0.000
105,minicircle,HU+87,MC,900041,323219,325.938,2,9.938,0.062,10.000,0.000
105,minicircle,HU+87,MC,18961,392299,319.703,2,10.020,-0.020,10.000,0.000
105,minicircle,HU+87,MC,41439,392299,322.197,2,10.037,-0.037,10.000,0.000
105,minicircle,HU+87,MC,2639,318223,307.602,2,10.006,-0.006,10.000,0.000
105,minicircle,HU+87,MC,662511,308314,313.367,2,10.105,-0.105,10.000,0.000
105,minicircle,HU+87,MC,391291,357844,315.622,2,10.095,-0.095,10.000,0.000
105,minicircle,HU+87,MC,389922,328176,326.814,2,9.783,0.217,10.000,0.000
105,minicircle,HU+87,MC,861145,318223,313.084,2,10.024,-0.024,10.000,0.000
105,minicircle,HU+87,MC,499727,328176,334.739,2,9.820,0.180,10.000,0.000
105,minicircle,HU+87,MC,716594,318223,302.922,2,9.941,0.059,10.000,0.000
105,minicircle,HU+87,MC,166027,367799,324.925,2,10.145,-0.145,10.000,0.000
105,minicircle,HU+87,MC,783126,293442,295.780,2,10.093,-0.093,10.000,0.000
105,minicircle,HU+87,MC,345762,33873,340.901,3,10.063,-0.063,10.000,0.000
105,minicircle,HU+87,MC,133126,13420,350.798,2,9.975,0.025,10.000,0.000
105,minicircle,HU+87,MC,242611,328176,328.899,2,9.722,0.278,10.000,0.000
105,minicircle,HU+87,MC,714655,318223,285.640,2,10.054,-0.054,10.000,0.000
105,minicircle,HU+87,MC,998578,213620,307.995,2,9.930,0.070,10.000,0.000
105,minicircle,HU+87,MC,900434,367799,329.747,2,9.224,-0.224,10.000,0.000
105,minicircle,HU+87,MC,967244,293442,311.823,2,10.070,-0.070,10.000,0.000
105,minicircle,HU+87,MC,939650,357847,320.770,2,9.952,0.048,10.000,0.000
105,minicircle,HU+87,MC,453122,33873,341.375,3,9.310,-0.310,9.000,0.000
105,minicircle,HU+87,MC,460782,13420,330.836,2,9.975,0.025,10.000,0.000
105,minicircle,HU+87,MC,231718,348056,323.281,2,10.041,-0.041,9.000,0.000
105,minicircle,HU+87,MC,93547,328176,309.430,2,9.833,0.167,10.000,0.000
105,minicircle,HU+87,MC,139946,318223,301.388,2,9.980,0.020,10.000,0.000
105,minicircle,HU+87,MC,719499,293442,344.121,2,10.036,-0.036,10.000,0.000
105,minicircle,HU+87,MC,405951,33873,343.377,3,10.015,-0.015,10.000,0.000
105,minicircle,HU+87,MC,69131,328176,330.383,2,9.796,0.204,9.000,0.000
105,minicircle,HU+87,MC,456505,318223,323.144,2,9.978,0.022,10.000,0.000
105,minicircle,HU+87,MC,364945,8434,329.038,2,9.979,0.021,10.000,0.000
105,minicircle,HU+87,MC,893763,293442,320.737,2,10.193,-0.193,10.000,0.000
105,minicircle,HU+87,MC,597546,33873,326.692,3,10.196,-0.196,9.000,0.000
105,minicircle,HU+87,MC,478756,273823,315.494,2,10.218,-0.218,10.000,0.000
105,minicircle,HU+87,MC,928675,13422,311.002,2,10.088,-0.088,10.000,0.000
105,minicircle,HU+87,MC,80086,328176,321.563,2,9.787,0.213,10.000,0.000
105,minicircle,HU+87,MC,76838,318223,317.085,2,10.066,-0.066,10.000,0.000
105,minicircle,HU+87,MC,333716,8434,333.583,2,10.100,-0.100,10.000,0.000
105,minicircle,HU+87,MC,972729,293442,334.435,2,9.963,0.037,9.000,0.000
105,minicircle,HU+87,MC,224076,318223,314.068,2,9.970,0.030,10.000,0.000
105,minicircle,HU+87,MC,721654,406346,317.409,2,9.987,0.013,10.000,0.000
105,minicircle,HU+87,MC,13583,293442,309.748,2,10.013,-0.013,9.000,0.000
105,minicircle,HU+87,MC,613935,43585,309.018,2,9.890,0.110,9.000,0.000
105,minicircle,HU+87,MC,325036,68629,293.020,2,10.032,-0.032,10.000,0.000
105,minicircle,HU+87,MC,47462,293442,319.799,2,9.999,0.001,10.000,0.000
105,minicircle,HU+87,MC,988647,338136,302.357,3,9.942,0.058,10.000,0.000
105,minicircle,HU+87,MC,470706,415982,304.793,2,10.007,-0.007,10.000,0.000
105,minicircle,HU+87,MC,623563,154304,312.808,2,10.038,-0.038,10.000,0.000
105,minicircle,HU+87,MC,911391,406349,325.022,2,9.878,0.122,10.000,0.000
105,minicircle,HU+87,MC,816730,293442,315.567,2,9.907,0.093,8.000,0.000
105,minicircle,HU+87,MC,898276,348064,306.373,2,9.972,0.028,10.000,0.000
105,minicircle,HU+87,MC,926399,328181,316.744,2,10.092,-0.092,9.000,0.000
105,minicircle,HU+87,MC,556511,338136,294.187,3,9.921,0.079,10.000,0.000
105,minicircle,HU+87,MC,383450,43587,261.634,2,10.005,-0.005,10.000,0.000
105,minicircle,HU+87,MC,304530,367810,318.084,2,10.055,-0.055,10.000,0.000
105,minicircle,HU+87,MC,557440,415982,296.934,2,9.950,0.050,10.000,0.000
105,minicircle,HU+87,MC,720523,420897,302.583,2,9.684,0.316,9.000,0.000
105,minicircle,HU+87,MC,759527,154304,307.418,2,10.099,-0.099,10.000,0.000
105,minicircle,HU+87,MC,732057,123952,323.799,2,9.942,0.058,10.000,0.000
105,minicircle,HU+87,MC,249503,293442,324.574,2,10.023,-0.023,9.000,0.000
105,minicircle,HU+87,MC,310934,406349,327.524,2,9.866,0.134,10.000,0.000
105,minicircle,HU+87,MC,519226,348064,294.641,2,10.003,-0.003,10.000,0.000
105,minicircle,HU+87,MC,462368,328181,312.683,2,10.070,-0.070,10.000,0.000
105,minicircle,HU+87,MC,749625,33880,330.686,2,9.837,0.163,9.000,0.000
105,minicircle,HU+87,MC,315385,338136,291.739,3,9.935,0.065,10.000,0.000
105,minicircle,HU+87,MC,865812,39004,306.270,2,9.217,-0.217,10.000,0.000
105,minicircle,HU+87,MC,902411,357857,320.425,2,9.761,0.239,10.000,0.000
105,minicircle,HU+87,MC,681828,420897,291.505,2,9.919,0.081,10.000,0.000
105,minicircle,HU+87,MC,119002,154304,330.284,2,10.150,-0.150,10.000,0.000
105,minicircle,HU+87,MC,875292,406349,326.707,2,9.829,0.171,10.000,0.000
105,minicircle,HU+87,MC,392054,348064,308.963,2,10.010,-0.010,10.000,0.000
105,minicircle,HU+87,MC,858185,33880,316.870,2,9.869,0.131,9.000,0.000
105,minicircle,HU+87,MC,693265,338136,286.700,3,9.921,0.079,10.000,0.000
105,minicircle,HU+87,MC,635461,420897,304.401,2,9.753,0.247,10.000,0.000
105,minicircle,HU+87,MC,321761,154304,320.334,2,9.953,0.047,10.000,0.000
105,minicircle,HU+87,MC,735197,406349,317.819,2,9.834,0.166,10.000,0.000
105,minicircle,HU+87,MC,649166,348064,298.394,2,9.935,0.065,10.000,0.000
105,minicircle,HU+87,MC,291297,33880,342.731,2,9.816,0.184,10.000,0.000
105,minicircle,HU+87,MC,99124,313361,308.822,2,9.960,0.040,10.000,0.000
105,minicircle,HU+87,MC,720782,154304,327.177,2,9.925,0.075,10.000,0.000
105,minicircle,HU+87,MC,173242,198804,322.538,2,10.009,-0.009,10.000,0.000
105,minicircle,HU+87,MC,525963,406349,339.614,2,9.922,0.078,10.000,0.000
105,minicircle,HU+87,MC,653364,83856,308.263,2,10.138,-0.138,10.000,0.000
105,minicircle,HU+87,MC,836305,382589,318.559,2,10.106,-0.106,10.000,0.000
105,minicircle,HU+87,MC,604725,367815,313.616,2,10.106,-0.106,10.000,0.000
105,minicircle,HU+87,MC,165743,348064,292.901,2,9.894,0.106,10.000,0.000
105,minicircle,HU+87,MC,218672,313361,326.557,2,9.986,0.014,10.000,0.000
105,minicircle,HU+87,MC,147822,357860,319.124,2,9.892,0.108,10.000,0.000
105,minicircle,HU+87,MC,666422,343019,346.604,2,10.059,-0.059,10.000,0.000
105,minicircle,HU+87,MC,607638,154304,317.159,2,10.036,-0.036,10.000,0.000
105,minicircle,HU+87,MC,653176,406349,324.501,2,9.859,0.141,10.000,0.000
105,minicircle,HU+87,MC,565402,348064,307.798,2,10.000,-0.000,10.000,0.000
105,minicircle,HU+87,MC,116242,83856,322.388,2,10.181,-0.181,10.000,0.000
105,minicircle,HU+87,MC,16482,229069,332.271,2,9.369,0.631,10.000,0.000
105,minicircle,HU+87,MC,40999,313361,316.313,2,10.011,-0.011,10.000,0.000
105,minicircle,HU+87,MC,687714,343019,317.897,2,9.954,0.046,9.000,0.000
105,minicircle,HU+87,MC,864021,406349,346.252,2,9.856,0.144,9.000,0.000
105,minicircle,HU+87,MC,778962,154304,291.930,2,10.174,-0.174,10.000,0.000
105,minicircle,HU+87,MC,687253,348064,308.484,2,10.034,-0.034,10.000,0.000
105,minicircle,HU+87,MC,692,83856,301.214,2,10.051,-0.051,10.000,0.000
105,minicircle,HU+87,MC,539547,123961,328.227,2,9.957,0.043,10.000,0.000
105,minicircle,HU+87,MC,907015,313361,311.688,2,9.979,0.021,10.000,0.000
105,minicircle,HU+87,MC,884688,308338,304.349,2,10.025,-0.025,10.000,0.000
105,minicircle,HU+87,MC,938017,343019,328.678,2,9.880,0.120,10.000,0.000
105,minicircle,HU+87,MC,558147,348064,326.469,2,9.969,0.031,10.000,0.000
105,minicircle,HU+87,MC,849066,154304,329.851,2,9.992,0.008,10.000,0.000
105,minicircle,HU+87,MC,311151,83856,327.546,2,9.932,0.068,10.000,0.000
105,minicircle,HU+87,MC,999989,43597,323.758,2,10.071,-0.071,10.000,0.000
105,minicircle,HU+87,MC,824971,338144,307.085,2,10.037,-0.037,10.000,0.000
105,minicircle,HU+87,MC,388426,348064,314.068,2,9.966,0.034,10.000,0.000
105,minicircle,HU+87,MC,35438,83856,319.737,2,9.964,0.036,10.000,0.000
105,minicircle,HU+87,MC,486330,43597,324.378,2,10.037,-0.037,10.000,0.000
105,minicircle,HU+87,MC,899481,323252,326.605,2,9.989,0.011,10.000,0.000
105,minicircle,HU+87,MC,60373,348064,287.384,2,9.944,0.056,10.000,0.000
105,minicircle,HU+87,MC,589070,83856,309.840,2,9.980,0.020,10.000,0.000
105,minicircle,HU+87,MC,233996,348064,299.046,2,9.961,0.039,10.000,0.000
105,minicircle,HU+87,MC,160797,328197,323.338,2,9.937,0.063,10.000,0.000
105,minicircle,HU+87,MC,397492,68649,309.000,2,9.952,0.048,9.000,0.000
105,minicircle,HU+87,MC,879286,53970,318.786,2,9.890,0.110,10.000,0.000
105,minicircle,HU+87,MC,724733,328197,327.662,2,9.945,0.055,10.000,0.000
105,minicircle,HU+87,MC,856121,13449,320.375,2,10.035,-0.035,10.000,0.000
105,minicircle,HU+87,MC,659064,333243,294.350,3,9.990,0.010,10.000,0.000
105,minicircle,HU+87,MC,934762,123972,315.514,2,9.874,0.126,10.000,0.000
105,minicircle,HU+87,MC,967286,283599,302.761,2,9.967,0.033,10.000,0.000
105,minicircle,HU+87,MC,34638,343029,305.651,2,9.972,0.028,10.000,0.000
105,minicircle,HU+87,MC,45793,99124,316.291,2,9.990,0.010,10.000,0.000
105,minicircle,HU+87,MC,254042,53972,327.872,2,10.123,-0.123,9.000,0.000
105,minicircle,HU+87,MC,5891,123972,321.452,2,10.098,-0.098,10.000,0.000
105,minicircle,HU+87,MC,621550,83864,327.930,2,9.877,0.123,10.000,0.000
105,minicircle,HU+87,MC,280469,283599,323.633,2,9.984,0.016,10.000,0.000
105,minicircle,HU+87,MC,188503,229084,319.934,2,9.930,0.070,10.000,0.000
105,minicircle,HU+87,MC,602841,99124,282.453,2,9.915,0.085,10.000,0.000
105,minicircle,HU+87,MC,62983,53972,337.159,2,10.106,-0.106,10.000,0.000
105,minicircle,HU+87,MC,274329,123972,322.851,2,10.116,-0.116,10.000,0.000
105,minicircle,HU+87,MC,26224,387433,341.078,2,10.071,-0.071,10.000,0.000
105,minicircle,HU+87,MC,18961,298462,308.000,2,9.867,0.133,10.000,0.000
