Sequence,Lac,Proteins,Orientation,Seed1,Seed2,Energy,nProteins,Tw,Wr,Lk,Angle
105,minicircle,HU+87,MC,228317,667781,297.941,2,10.105,-0.105,10.000,0.000
105,minicircle,HU+87,MC,498767,711608,347.053,2,10.119,-0.119,10.000,0.000
105,minicircle,HU+87,MC,797508,701677,312.962,2,9.936,0.064,10.000,0.000
105,minicircle,HU+87,MC,927494,796068,297.786,2,9.086,-0.086,9.000,0.000
105,minicircle,HU+87,MC,883704,667781,307.342,2,10.122,-0.122,10.000,0.000
105,minicircle,HU+87,MC,608017,711608,326.982,2,10.242,-0.242,10.000,0.000
105,minicircle,HU+87,MC,580382,658785,301.020,2,10.114,-0.114,9.000,0.000
105,minicircle,HU+87,MC,893120,701677,303.065,2,9.853,0.147,10.000,0.000
105,minicircle,HU+87,MC,985217,796068,304.535,2,9.988,0.012,10.000,0.000
105,minicircle,HU+87,MC,2561,644365,343.476,2,10.047,-0.047,10.000,0.000
105,minicircle,HU+87,MC,365290,667781,297.441,2,10.026,-0.026,10.000,0.000
105,minicircle,HU+87,MC,456139,731590,289.068,2,10.127,-0.127,10.000,0.000
105,minicircle,HU+87,MC,435742,711608,321.347,2,10.071,-0.071,10.000,0.000
105,minicircle,HU+87,MC,27001,701677,301.428,2,10.059,-0.059,10.000,0.000
105,minicircle,HU+87,MC,85914,801028,319.271,2,9.942,0.058,10.000,0.000
105,minicircle,HU+87,MC,865013,796068,299.403,2,9.894,0.106,10.000,0.000
105,minicircle,HU+87,MC,618824,644365,327.840,2,10.092,-0.092,10.000,0.000
105,minicircle,HU+87,MC,553271,667781,288.973,2,10.034,-0.034,10.000,0.000
105,minicircle,HU+87,MC,532757,850557,354.813,2,10.063,-0.063,10.000,0.000
105,minicircle,HU+87,MC,706620,731590,294.260,2,9.932,0.068,10.000,0.000
105,minicircle,HU+87,MC,542497,711608,346.446,2,10.055,-0.055,8.000,0.000
105,minicircle,HU+87,MC,806078,644365,331.381,2,10.031,-0.031,10.000,0.000
105,minicircle,HU+87,MC,63823,667781,284.404,2,9.970,0.030,10.000,0.000
105,minicircle,HU+87,MC,439791,711608,331.862,2,9.921,0.079,10.000,0.000
105,minicircle,HU+87,MC,521366,644365,306.946,2,10.054,-0.054,10.000,0.000
105,minicircle,HU+87,MC,231831,667781,277.095,2,10.095,-0.095,10.000,0.000
105,minicircle,HU+87,MC,522199,865349,344.949,2,9.959,0.041,10.000,0.000
105,minicircle,HU+87,MC,14784,644365,317.932,2,10.046,-0.046,10.000,0.000
105,minicircle,HU+87,MC,757191,696692,319.971,3,9.896,0.104,10.000,0.000
105,minicircle,HU+87,MC,681731,667781,306.944,2,10.045,-0.045,10.000,0.000
105,minicircle,HU+87,MC,35012,781229,280.911,2,9.871,0.129,10.000,0.000
105,minicircle,HU+87,MC,803182,644365,317.588,2,9.910,0.090,10.000,0.000
105,minicircle,HU+87,MC,661034,681828,322.703,2,9.966,0.034,10.000,0.000
105,minicircle,HU+87,MC,375285,667781,301.747,2,10.046,-0.046,10.000,0.000
105,minicircle,HU+87,MC,763992,644365,315.429,2,10.028,-0.028,10.000,0.000
105,minicircle,HU+87,MC,782235,716660,309.944,2,9.854,0.146,10.000,0.000
105,minicircle,HU+87,MC,49704,667781,292.467,2,10.071,-0.071,10.000,0.000
105,minicircle,HU+87,MC,122148,681828,324.324,2,9.971,0.029,10.000,0.000
105,minicircle,HU+87,MC,450932,855538,278.117,2,10.051,-0.051,10.000,0.000
105,minicircle,HU+87,MC,753070,850564,309.255,2,9.977,0.023,10.000,0.000
105,minicircle,HU+87,MC,802830,716660,317.198,2,9.004,-0.004,10.000,0.000
105,minicircle,HU+87,MC,504803,667781,310.191,2,10.074,-0.074,10.000,0.000
105,minicircle,HU+87,MC,454039,681828,304.824,2,10.052,-0.052,10.000,0.000
105,minicircle,HU+87,MC,34638,711616,293.000,2,10.009,-0.009,10.000,0.000
105,minicircle,HU+87,MC,5531,855538,292.645,2,10.113,-0.113,10.000,0.000
105,minicircle,HU+87,MC,812307,810951,307.919,2,9.843,0.157,10.000,0.000
105,minicircle,HU+87,MC,930929,716660,320.283,2,10.037,-0.037,9.000,0.000
105,minicircle,HU+87,MC,296204,815874,343.701,2,10.021,-0.021,10.000,0.000
105,minicircle,HU+87,MC,40401,667781,281.643,2,10.006,-0.006,10.000,0.000
105,minicircle,HU+87,MC,603502,681828,316.770,2,10.052,-0.052,9.000,0.000
105,minicircle,HU+87,MC,716047,644367,317.936,4,9.703,0.297,10.000,0.000
105,minicircle,HU+87,MC,861884,855538,313.589,2,10.074,-0.074,10.000,0.000
105,minicircle,HU+87,MC,811355,776242,305.900,2,9.961,0.039,10.000,0.000
105,minicircle,HU+87,MC,519576,667781,286.483,2,10.036,-0.036,10.000,0.000
105,minicircle,HU+87,MC,310253,825855,334.138,2,10.027,-0.027,10.000,0.000
105,minicircle,HU+87,MC,548182,855538,304.980,2,10.017,-0.017,9.000,0.000
105,minicircle,HU+87,MC,535280,771305,349.695,2,9.945,0.055,10.000,0.000
105,minicircle,HU+87,MC,851441,736499,309.660,2,9.896,0.104,10.000,0.000
105,minicircle,HU+87,MC,723122,796084,310.572,2,9.993,0.007,10.000,0.000
105,minicircle,HU+87,MC,351637,771305,345.945,2,9.999,0.001,10.000,0.000
105,minicircle,HU+87,MC,994757,653781,309.136,2,10.072,-0.072,8.000,0.000
105,minicircle,HU+87,MC,167884,796084,307.074,2,9.939,0.061,10.000,0.000
105,minicircle,HU+87,MC,845749,771305,324.634,2,9.932,0.068,10.000,0.000
105,minicircle,HU+87,MC,666886,756250,316.328,2,10.016,-0.016,10.000,0.000
105,minicircle,HU+87,MC,692233,766258,298.400,2,10.103,-0.103,10.000,0.000
105,minicircle,HU+87,MC,563646,701696,312.223,2,9.996,0.004,9.000,0.000
105,minicircle,HU+87,MC,842777,771305,343.491,2,10.004,-0.004,9.000,0.000
105,minicircle,HU+87,MC,413886,756250,332.439,2,9.993,0.007,10.000,0.000
105,minicircle,HU+87,MC,899642,766258,335.626,2,10.050,-0.050,10.000,0.000
105,minicircle,HU+87,MC,775908,771305,336.989,2,9.992,0.008,10.000,0.000
105,minicircle,HU+87,MC,931388,756250,345.453,2,9.993,0.007,10.000,0.000
105,minicircle,HU+87,MC,425006,766258,339.373,2,9.967,0.033,10.000,0.000
105,minicircle,HU+87,MC,256966,771305,331.970,2,9.957,0.043,10.000,0.000
105,minicircle,HU+87,MC,794660,756250,327.898,2,10.058,-0.058,10.000,0.000
105,minicircle,HU+87,MC,553944,766258,330.447,2,10.001,-0.001,10.000,0.000
105,minicircle,HU+87,MC,669173,771305,335.337,2,9.993,0.007,10.000,0.000
105,minicircle,HU+87,MC,742166,746368,350.271,2,10.018,-0.018,10.000,0.000
105,minicircle,HU+87,MC,434517,766258,345.754,2,9.094,-0.094,10.000,0.000
105,minicircle,HU+87,MC,181132,746368,340.951,2,9.977,0.023,10.000,0.000
105,minicircle,HU+87,MC,304627,731616,310.437,2,9.922,0.078,10.000,0.000
105,minicircle,HU+87,MC,948637,766258,313.554,2,10.056,-0.056,10.000,0.000
105,minicircle,HU+87,MC,480401,791173,321.950,3,9.224,-0.224,10.000,0.000
105,minicircle,HU+87,MC,510060,796093,326.359,2,9.874,0.126,10.000,0.000
105,minicircle,HU+87,MC,102950,850584,350.755,2,10.047,-0.047,10.000,0.000
105,minicircle,HU+87,MC,638808,766258,310.436,2,10.094,-0.094,10.000,0.000
105,minicircle,HU+87,MC,798515,791173,272.958,3,9.997,0.003,10.000,0.000
105,minicircle,HU+87,MC,721654,815892,317.769,2,9.998,0.002,10.000,0.000
105,minicircle,HU+87,MC,934258,791173,289.512,3,10.142,-0.142,10.000,0.000
105,minicircle,HU+87,MC,216538,830641,299.155,2,10.096,-0.096,10.000,0.000
105,minicircle,HU+87,MC,882154,791173,282.958,3,9.966,0.034,10.000,0.000
105,minicircle,HU+87,MC,758117,741458,326.500,2,10.054,-0.054,10.000,0.000
105,minicircle,HU+87,MC,479093,830641,286.487,2,10.064,-0.064,10.000,0.000
105,minicircle,HU+87,MC,963599,716683,318.997,2,9.971,0.029,9.000,0.000
105,minicircle,HU+87,MC,150615,786173,278.758,2,10.016,-0.016,10.000,0.000
105,minicircle,HU+87,MC,241750,791173,305.039,3,10.092,-0.092,10.000,0.000
105,minicircle,HU+87,MC,605144,860485,299.734,2,9.960,0.040,9.000,0.000
105,minicircle,HU+87,MC,123855,716683,339.278,2,10.040,-0.040,10.000,0.000
105,minicircle,HU+87,MC,321935,786173,293.458,2,9.973,0.027,10.000,0.000
105,minicircle,HU+87,MC,202219,791173,300.900,3,9.991,0.009,10.000,0.000
105,minicircle,HU+87,MC,793918,855561,313.496,2,10.074,-0.074,10.000,0.000
105,minicircle,HU+87,MC,215345,801068,295.544,2,10.134,-0.134,9.000,0.000
105,minicircle,HU+87,MC,333592,786173,275.489,2,9.982,0.018,10.000,0.000
105,minicircle,HU+87,MC,334826,791173,302.102,3,10.050,-0.050,10.000,0.000
105,minicircle,HU+87,MC,733977,653801,361.437,2,9.821,0.179,10.000,0.000
105,minicircle,HU+87,MC,304627,676942,312.864,2,8.942,0.058,9.000,0.000
105,minicircle,HU+87,MC,94059,746380,298.569,4,9.891,0.109,9.000,0.000
105,minicircle,HU+87,MC,458162,716685,311.811,2,9.967,0.033,10.000,0.000
105,minicircle,HU+87,MC,104324,801068,309.112,2,10.147,-0.147,10.000,0.000
105,minicircle,HU+87,MC,755176,653801,342.890,2,10.089,-0.089,10.000,0.000
105,minicircle,HU+87,MC,297671,855564,337.931,3,10.000,0.000,10.000,0.000
105,minicircle,HU+87,MC,591748,726739,313.621,2,9.948,0.052,10.000,0.000
105,minicircle,HU+87,MC,1979,796107,289.894,2,9.959,0.041,9.000,0.000
105,minicircle,HU+87,MC,430453,781267,335.633,2,10.066,-0.066,9.000,0.000
105,minicircle,HU+87,MC,37474,796107,310.435,2,10.003,-0.003,10.000,0.000
105,minicircle,HU+87,MC,347693,781267,334.154,2,10.002,-0.002,10.000,0.000
105,minicircle,HU+87,MC,610617,691887,344.776,2,10.046,-0.046,10.000,0.000
105,minicircle,HU+87,MC,995645,726743,346.546,2,10.142,-0.142,10.000,0.000
105,minicircle,HU+87,MC,209669,796107,279.425,2,10.034,-0.034,10.000,0.000
105,minicircle,HU+87,MC,634596,644407,320.967,3,9.813,0.187,10.000,0.000
105,minicircle,HU+87,MC,70254,691887,333.279,2,10.040,-0.040,10.000,0.000
105,minicircle,HU+87,MC,302611,726743,319.935,2,10.092,-0.092,10.000,0.000
105,minicircle,HU+87,MC,218554,796107,281.112,2,9.911,0.089,10.000,0.000
105,minicircle,HU+87,MC,716834,796107,276.001,2,10.040,-0.040,10.000,0.000
105,minicircle,HU+87,MC,130245,726743,311.278,2,10.166,-0.166,10.000,0.000
105,minicircle,HU+87,MC,563977,796107,255.287,2,9.530,-0.530,10.000,0.000
105,minicircle,HU+87,MC,77886,676956,322.233,2,9.866,0.134,10.000,0.000
105,minicircle,HU+87,MC,913100,796107,296.576,2,10.007,-0.007,10.000,0.000
105,minicircle,HU+87,MC,980206,860502,306.860,3,9.846,0.154,10.000,0.000
105,minicircle,HU+87,MC,471251,676956,337.464,2,9.957,0.043,10.000,0.000
105,minicircle,HU+87,MC,166090,796107,281.679,2,9.903,0.097,10.000,0.000
105,minicircle,HU+87,MC,752691,860502,308.438,2,10.016,-0.016,10.000,0.000
105,minicircle,HU+87,MC,874960,676956,340.046,2,9.915,0.085,10.000,0.000
105,minicircle,HU+87,MC,337191,796107,304.342,2,9.884,0.116,10.000,0.000
105,minicircle,HU+87,MC,364119,860502,305.638,2,10.012,-0.012,9.000,0.000
105,minicircle,HU+87,MC,457890,676956,327.140,2,10.052,-0.052,10.000,0.000
105,minicircle,HU+87,MC,13543,706697,340.155,2,10.128,-0.128,9.000,0.000
105,minicircle,HU+87,MC,265261,796107,287.556,2,10.008,-0.008,10.000,0.000
105,minicircle,HU+87,MC,292969,649099,328.716,2,9.909,0.091,10.000,0.000
105,minicircle,HU+87,MC,872504,676956,316.318,2,9.892,0.108,10.000,0.000
105,minicircle,HU+87,MC,485782,815923,304.468,2,10.082,-0.082,10.000,0.000
105,minicircle,HU+87,MC,939527,796107,296.793,2,9.970,0.030,10.000,0.000
105,minicircle,HU+87,MC,679374,649099,328.614,2,10.001,-0.001,10.000,0.000
105,minicircle,HU+87,MC,146852,741486,298.295,2,10.090,-0.090,10.000,0.000
105,minicircle,HU+87,MC,46121,815923,329.022,2,10.000,-0.000,9.000,0.000
105,minicircle,HU+87,MC,942813,796107,296.649,2,9.971,0.029,10.000,0.000
105,minicircle,HU+87,MC,990372,649099,318.216,2,9.919,0.081,10.000,0.000
105,minicircle,HU+87,MC,65455,815923,320.696,2,10.151,-0.151,10.000,0.000
105,minicircle,HU+87,MC,941409,796107,305.503,2,9.924,0.076,10.000,0.000
105,minicircle,HU+87,MC,637669,751389,303.903,2,10.015,-0.015,10.000,0.000
105,minicircle,HU+87,MC,706521,796107,309.523,2,10.017,-0.017,10.000,0.000
105,minicircle,HU+87,MC,320358,860509,317.646,2,8.953,0.047,10.000,0.000
105,minicircle,HU+87,MC,812992,781287,312.521,2,10.113,-0.113,10.000,0.000
105,minicircle,HU+87,MC,20390,716713,292.855,2,10.098,-0.098,10.000,0.000
105,minicircle,HU+87,MC,459597,860509,307.434,2,9.863,0.137,10.000,0.000
105,minicircle,HU+87,MC,835630,716713,295.322,2,10.107,-0.107,10.000,0.000
105,minicircle,HU+87,MC,893070,860509,324.002,2,9.903,0.097,10.000,0.000
105,minicircle,HU+87,MC,586328,696757,331.050,2,10.024,-0.024,10.000,0.000
105,minicircle,HU+87,MC,169092,716713,326.746,2,10.015,-0.015,10.000,0.000
105,minicircle,HU+87,MC,981727,653831,338.913,2,9.949,0.051,10.000,0.000
105,minicircle,HU+87,MC,466541,845620,297.155,2,10.086,-0.086,10.000,0.000
105,minicircle,HU+87,MC,227832,716713,296.152,2,9.996,0.004,10.000,0.000
105,minicircle,HU+87,MC,267528,781291,324.974,2,10.141,-0.141,10.000,0.000
105,minicircle,HU+87,MC,937928,721696,334.694,2,9.950,0.050,10.000,0.000
105,minicircle,HU+87,MC,29266,845620,292.450,2,10.122,-0.122,10.000,0.000
105,minicircle,HU+87,MC,412236,716713,322.710,2,10.035,-0.035,10.000,0.000
105,minicircle,HU+87,MC,578316,721696,324.609,2,10.016,-0.016,10.000,0.000
105,minicircle,HU+87,MC,765610,711681,322.426,2,9.926,0.074,10.000,0.000
105,minicircle,HU+87,MC,256523,791208,318.762,2,9.496,-0.496,10.000,0.000
105,minicircle,HU+87,MC,586699,845620,301.378,2,10.072,-0.072,10.000,0.000
105,minicircle,HU+87,MC,810654,716713,306.009,2,9.963,0.037,9.000,0.000
105,minicircle,HU+87,MC,125007,801104,312.899,2,10.049,-0.049,10.000,0.000
105,minicircle,HU+87,MC,394580,711681,336.264,2,10.003,-0.003,10.000,0.000
105,minicircle,HU+87,MC,701620,845620,303.846,2,10.072,-0.072,10.000,0.000
105,minicircle,HU+87,MC,676875,653835,325.258,2,9.992,0.008,10.000,0.000
105,minicircle,HU+87,MC,369456,711681,334.864,2,10.010,-0.010,10.000,0.000
105,minicircle,HU+87,MC,709571,649117,320.448,2,9.926,0.074,10.000,0.000
105,minicircle,HU+87,MC,121096,845620,350.695,2,10.130,-0.130,10.000,0.000
105,minicircle,HU+87,MC,539514,791211,303.773,2,10.016,-0.016,10.000,0.000
105,minicircle,HU+87,MC,644517,653835,327.110,2,9.939,0.061,10.000,0.000
105,minicircle,HU+87,MC,755950,761306,291.645,2,10.014,-0.014,10.000,0.000
105,minicircle,HU+87,MC,51550,711681,330.756,2,10.035,-0.035,10.000,0.000
105,minicircle,HU+87,MC,236276,649117,331.267,2,9.890,0.110,10.000,0.000
105,minicircle,HU+87,MC,765736,840629,317.296,2,9.953,0.047,10.000,0.000
105,minicircle,HU+87,MC,642723,806092,330.473,2,10.049,-0.049,10.000,0.000
105,minicircle,HU+87,MC,786037,865428,306.596,2,10.229,-0.229,9.000,0.000
105,minicircle,HU+87,MC,112940,791211,298.713,2,10.017,-0.017,10.000,0.000
105,minicircle,HU+87,MC,720760,653835,353.596,2,9.951,0.049,10.000,0.000
105,minicircle,HU+87,MC,237146,711681,313.472,2,10.000,-0.000,10.000,0.000
105,minicircle,HU+87,MC,511847,649117,314.494,2,9.909,0.091,10.000,0.000
105,minicircle,HU+87,MC,204966,845621,349.858,2,10.075,-0.075,10.000,0.000
105,minicircle,HU+87,MC,764630,691920,294.998,3,9.996,0.004,10.000,0.000
105,minicircle,HU+87,MC,660165,840629,317.727,2,10.052,-0.052,10.000,0.000
105,minicircle,HU+87,MC,14021,746425,353.888,3,9.982,0.018,10.000,0.000
105,minicircle,HU+87,MC,203145,791211,295.342,2,10.076,-0.076,10.000,0.000
105,minicircle,HU+87,MC,564747,721703,300.014,2,10.038,-0.038,10.000,0.000
105,minicircle,HU+87,MC,929119,653835,340.001,2,9.825,0.175,10.000,0.000
105,minicircle,HU+87,MC,931388,711681,349.884,2,9.943,0.057,9.000,0.000
105,minicircle,HU+87,MC,305127,830688,312.557,2,10.122,-0.122,10.000,0.000
105,minicircle,HU+87,MC,955235,649117,330.927,2,9.921,0.079,10.000,0.000
105,minicircle,HU+87,MC,444664,845621,358.586,2,10.066,-0.066,10.000,0.000
105,minicircle,HU+87,MC,85580,691920,302.620,2,10.045,-0.045,10.000,0.000
105,minicircle,HU+87,MC,433831,686980,320.788,2,9.990,0.010,10.000,0.000
105,minicircle,HU+87,MC,321584,726779,328.050,3,9.877,0.123,9.000,0.000
105,minicircle,HU+87,MC,57265,721703,312.216,2,9.944,0.056,10.000,0.000
105,minicircle,HU+87,MC,892232,711681,326.086,2,9.996,0.004,8.000,0.000
105,minicircle,HU+87,MC,367799,845621,349.653,2,10.173,-0.173,10.000,0.000
105,minicircle,HU+87,MC,879822,820898,330.558,2,9.906,0.094,10.000,0.000
105,minicircle,HU+87,MC,724733,756313,317.587,2,10.115,-0.115,9.000,0.000
105,minicircle,HU+87,MC,880847,667856,319.178,2,9.901,0.099,10.000,0.000
105,minicircle,HU+87,MC,69376,686980,293.693,2,10.003,-0.003,10.000,0.000
105,minicircle,HU+87,MC,740988,751408,320.349,2,9.896,0.104,10.000,0.000
105,minicircle,HU+87,MC,818121,721703,285.603,2,9.990,0.010,10.000,0.000
105,minicircle,HU+87,MC,588062,711681,328.845,2,9.857,0.143,10.000,0.000
105,minicircle,HU+87,MC,377162,676983,335.019,2,10.048,-0.048,9.000,0.000
105,minicircle,HU+87,MC,578316,796128,311.208,2,10.027,-0.027,10.000,0.000
105,minicircle,HU+87,MC,507672,701767,326.512,2,10.122,-0.122,10.000,0.000
105,minicircle,HU+87,MC,778007,820899,319.642,2,9.905,0.095,10.000,0.000
105,minicircle,HU+87,MC,940654,721703,316.023,2,10.055,-0.055,10.000,0.000
105,minicircle,HU+87,MC,343461,681906,301.104,2,10.070,-0.070,10.000,0.000
105,minicircle,HU+87,MC,629071,731676,321.383,2,10.050,-0.050,9.000,0.000
105,minicircle,HU+87,MC,893926,701767,305.504,2,9.889,0.111,10.000,0.000
105,minicircle,HU+87,MC,239430,676984,303.139,2,10.026,-0.026,10.000,0.000
105,minicircle,HU+87,MC,143245,820899,311.067,2,9.895,0.105,10.000,0.000
105,minicircle,HU+87,MC,233787,681906,305.445,2,10.007,-0.007,10.000,0.000
105,minicircle,HU+87,MC,60449,701767,309.912,2,10.073,-0.073,10.000,0.000
105,minicircle,HU+87,MC,279834,756316,307.856,2,10.115,-0.115,10.000,0.000
105,minicircle,HU+87,MC,214828,658880,297.922,2,10.125,-0.125,10.000,0.000
105,minicircle,HU+87,MC,902725,676984,320.780,2,9.950,0.050,10.000,0.000
105,minicircle,HU+87,MC,542115,820899,316.521,2,9.900,0.100,10.000,0.000
105,minicircle,HU+87,MC,905862,681906,315.427,2,10.089,-0.089,10.000,0.000
105,minicircle,HU+87,MC,178492,653841,307.289,2,9.932,0.068,10.000,0.000
105,minicircle,HU+87,MC,697620,706729,277.484,3,10.033,-0.033,10.000,0.000
105,minicircle,HU+87,MC,721654,731678,307.474,2,9.893,0.107,10.000,0.000
105,minicircle,HU+87,MC,907917,701767,308.576,2,10.030,-0.030,10.000,0.000
105,minicircle,HU+87,MC,679687,676984,330.866,2,9.959,0.041,10.000,0.000
105,minicircle,HU+87,MC,598549,820899,310.786,2,9.921,0.079,10.000,0.000
105,minicircle,HU+87,MC,612524,681906,316.313,2,10.054,-0.054,10.000,0.000
105,minicircle,HU+87,MC,87962,653841,333.327,2,10.012,-0.012,10.000,0.000
105,minicircle,HU+87,MC,875126,701767,303.416,2,10.056,-0.056,10.000,0.000
105,minicircle,HU+87,MC,98831,676984,308.481,2,9.893,0.107,10.000,0.000
105,minicircle,HU+87,MC,244749,781312,342.892,2,9.593,0.407,10.000,0.000
105,minicircle,HU+87,MC,977619,681906,326.632,2,9.995,0.005,10.000,0.000
105,minicircle,HU+87,MC,341396,721708,321.842,2,10.059,-0.059,10.000,0.000
105,minicircle,HU+87,MC,67554,653841,301.672,2,10.076,-0.076,9.000,0.000
105,minicircle,HU+87,MC,632594,811039,322.833,2,10.060,-0.060,10.000,0.000
105,minicircle,HU+87,MC,413271,672313,290.132,2,9.783,0.217,10.000,0.000
105,minicircle,HU+87,MC,937653,781312,324.089,2,9.835,0.165,10.000,0.000
105,minicircle,HU+87,MC,435464,681906,331.892,2,10.119,-0.119,10.000,0.000
105,minicircle,HU+87,MC,942379,672313,287.745,2,9.857,0.143,10.000,0.000
105,minicircle,HU+87,MC,17361,681906,336.750,2,10.111,-0.111,10.000,0.000
105,minicircle,HU+87,MC,105462,653843,286.073,2,9.936,0.064,10.000,0.000
105,minicircle,HU+87,MC,841102,865445,361.478,2,9.998,0.002,10.000,0.000
105,minicircle,HU+87,MC,817644,672313,298.496,2,9.837,0.163,10.000,0.000
105,minicircle,HU+87,MC,706306,850655,360.360,2,9.941,0.059,10.000,0.000
105,minicircle,HU+87,MC,603079,681906,328.468,2,10.106,-0.106,10.000,0.000
105,minicircle,HU+87,MC,869523,781314,313.274,2,10.087,-0.087,10.000,0.000
105,minicircle,HU+87,MC,444263,653843,308.596,2,9.888,0.112,10.000,0.000
105,minicircle,HU+87,MC,797715,865445,327.081,2,10.090,-0.090,10.000,0.000
105,minicircle,HU+87,MC,808113,672313,285.770,2,9.843,0.157,10.000,0.000
105,minicircle,HU+87,MC,167609,716737,332.013,2,10.037,-0.037,10.000,0.000
105,minicircle,HU+87,MC,665075,781314,315.047,2,9.087,-0.087,10.000,0.000
105,minicircle,HU+87,MC,416715,672313,298.619,2,9.887,0.113,10.000,0.000
105,minicircle,HU+87,MC,129768,716737,340.607,2,10.032,-0.032,10.000,0.000
105,minicircle,HU+87,MC,782064,830705,317.926,2,9.919,0.081,10.000,0.000
105,minicircle,HU+87,MC,697472,746444,333.755,3,9.951,0.049,10.000,0.000
105,minicircle,HU+87,MC,242656,811046,299.787,2,9.999,0.001,10.000,0.000
105,minicircle,HU+87,MC,597387,672313,309.846,2,9.896,0.104,10.000,0.000
105,minicircle,HU+87,MC,622978,676993,333.808,2,10.050,-0.050,10.000,0.000
105,minicircle,HU+87,MC,232937,830705,337.491,2,9.952,0.048,10.000,0.000
105,minicircle,HU+87,MC,309438,672313,297.434,2,9.853,0.147,10.000,0.000
105,minicircle,HU+87,MC,660038,865450,329.006,2,9.922,0.078,10.000,0.000
105,minicircle,HU+87,MC,453649,806118,327.250,2,10.035,-0.035,10.000,0.000
105,minicircle,HU+87,MC,709192,741533,309.348,2,10.049,-0.049,10.000,0.000
105,minicircle,HU+87,MC,322159,721721,310.505,3,9.815,0.185,10.000,0.000
105,minicircle,HU+87,MC,649231,855632,324.997,2,9.929,0.071,10.000,0.000
105,minicircle,HU+87,MC,35438,811050,309.638,2,9.963,0.037,10.000,0.000
105,minicircle,HU+87,MC,716685,741533,318.854,2,9.989,0.011,10.000,0.000
105,minicircle,HU+87,MC,72944,806118,331.795,2,10.036,-0.036,10.000,0.000
105,minicircle,HU+87,MC,982573,711703,325.385,2,9.916,0.084,10.000,0.000
105,minicircle,HU+87,MC,871410,687002,287.031,2,9.924,0.076,10.000,0.000
105,minicircle,HU+87,MC,63304,681915,330.677,2,10.021,-0.021,10.000,0.000
105,minicircle,HU+87,MC,668369,711703,287.986,2,9.947,0.053,10.000,0.000
105,minicircle,HU+87,MC,6133,815970,293.812,2,10.113,-0.113,10.000,0.000
105,minicircle,HU+87,MC,36196,691949,311.852,2,10.000,-0.000,10.000,0.000
105,minicircle,HU+87,MC,783719,796151,298.825,3,10.067,-0.067,10.000,0.000
105,minicircle,HU+87,MC,233868,845645,342.165,2,9.994,0.006,10.000,0.000
105,minicircle,HU+87,MC,283481,711703,312.614,2,9.789,0.211,10.000,0.000
105,minicircle,HU+87,MC,653224,845645,325.251,2,9.886,0.114,10.000,0.000
105,minicircle,HU+87,MC,672128,711703,320.065,2,9.946,0.054,10.000,0.000
105,minicircle,HU+87,MC,963296,825959,319.753,2,9.879,0.121,10.000,0.000
105,minicircle,HU+87,MC,26940,845645,310.346,2,9.948,0.052,10.000,0.000
105,minicircle,HU+87,MC,624859,711703,302.317,2,10.016,-0.016,10.000,0.000
105,minicircle,HU+87,MC,87314,825959,321.699,2,10.107,-0.107,10.000,0.000
105,minicircle,HU+87,MC,382261,845645,324.165,2,9.955,0.045,10.000,0.000
105,minicircle,HU+87,MC,523343,711703,293.534,2,10.001,-0.001,10.000,0.000
105,minicircle,HU+87,MC,106782,681920,339.205,2,9.951,0.049,10.000,0.000
105,minicircle,HU+87,MC,297895,825959,320.353,2,9.957,0.043,10.000,0.000
105,minicircle,HU+87,MC,29576,845645,334.092,2,9.960,0.040,10.000,0.000
105,minicircle,HU+87,MC,588833,711703,304.524,2,9.923,0.077,10.000,0.000
105,minicircle,HU+87,MC,453465,681920,320.063,2,10.048,-0.048,10.000,0.000
105,minicircle,HU+87,MC,938543,825959,303.701,2,10.014,-0.014,9.000,0.000
105,minicircle,HU+87,MC,186059,845645,323.518,2,9.857,0.143,10.000,0.000
105,minicircle,HU+87,MC,587578,711703,304.810,2,9.966,0.034,10.000,0.000
105,minicircle,HU+87,MC,384103,681920,327.038,2,10.027,-0.027,10.000,0.000
105,minicircle,HU+87,MC,405469,825959,315.450,2,9.847,0.153,10.000,0.000
105,minicircle,HU+87,MC,817965,658911,313.518,2,9.947,0.053,10.000,0.000
105,minicircle,HU+87,MC,652523,845645,299.998,2,9.866,0.134,10.000,0.000
105,minicircle,HU+87,MC,69701,711703,304.892,2,9.994,0.006,10.000,0.000
105,minicircle,HU+87,MC,611516,681920,315.911,2,8.955,0.045,10.000,0.000
105,minicircle,HU+87,MC,416412,658911,353.664,2,9.832,0.168,9.000,0.000
105,minicircle,HU+87,MC,361897,845645,315.149,2,9.935,0.065,10.000,0.000
105,minicircle,HU+87,MC,613821,677010,340.313,2,9.993,0.007,10.000,0.000
105,minicircle,HU+87,MC,193335,711703,322.878,2,9.924,0.076,10.000,0.000
105,minicircle,HU+87,MC,250388,701797,340.434,2,10.044,-0.044,10.000,0.000
105,minicircle,HU+87,MC,425917,845645,333.389,2,9.850,0.150,10.000,0.000
105,minicircle,HU+87,MC,550799,677010,310.205,2,10.038,-0.038,10.000,0.000
105,minicircle,HU+87,MC,43048,711703,311.781,2,9.930,0.070,10.000,0.000
105,minicircle,HU+87,MC,751501,875186,293.907,2,10.043,-0.043,10.000,0.000
105,minicircle,HU+87,MC,16652,711703,305.139,2,9.962,0.038,9.000,0.000
105,minicircle,HU+87,MC,607531,811068,333.242,2,9.935,0.065,10.000,0.000
