N(bp),seed1,seed2,nProtein,pca1,pca2,pca3,positions
105,367913,165481,2,50.021718634373286, 26.68977174543838, 3.97333683920294,19, 82
105,798023,190278,2,51.1958404401658, 24.92862815876322, 4.781875398986857,25, 76
105,849782,195347,2,50.44229069585388, 28.954647877919633, 3.0194565946537435,19, 71
105,113821,10258,2,51.95428067659743, 24.99182442235728, 2.4025453028619403,11, 63
105,306063,15274,2,49.16424994717878, 26.2884214877647, 5.156657451866713,27, 80
105,511604,185488,3,41.138384892778646, 26.88315074166555, 14.320270830991788,1, 30, 54
105,935606,235536,2,46.51171806905293, 28.026378831878795, 3.021311629989575,35, 87
105,16375,220190,2,51.893222143407826, 25.04092648475143, 3.8060630835177958,21, 74
105,946992,30307,2,45.07242557229434, 26.00712340778472, 3.3765685365477145,11, 53
105,740108,205473,2,46.33494016871963, 31.342963127489845, 4.139798609089637,42, 84
105,391625,65278,2,47.4269646013264, 27.398485627897948, 3.579131234656377,29, 82
105,442284,160236,2,44.62809678902283, 24.459822418840798, 3.084309889071264,24, 76
105,237146,100260,2,46.06321925595427, 24.461200529847098, 3.666960122923081,16, 69
105,842777,35438,2,49.989729276716254, 26.872093018796157, 4.532578652320896,6, 58
105,160236,115165,2,48.894938454134966, 25.247910298032888, 3.5027143872383144,24, 77
105,193155,230279,2,48.760018900537254, 23.434959272730865, 3.2238707146944203,1, 53
105,949258,60189,2,44.28646744164724, 27.763220762406355, 2.771330431081463,20, 82
105,494330,95300,2,48.5592752208802, 22.177957384009122, 4.587862532172843,11, 64
105,60285,90328,2,46.014853321381224, 28.409428558667923, 4.246825769865322,21, 73
105,815143,140350,2,46.14298135288831, 23.710440229094043, 5.63017455001788,8, 61
105,433786,75183,2,49.61868412542789, 24.328170929695794, 3.0184109188738355,20, 74
105,978161,130274,2,48.37321539674022, 22.17709381422627, 5.874548030514264,11, 63
105,457890,383,2,51.62689113045849, 24.63879954246093, 3.121363282473088,21, 74
105,79629,110469,2,49.516737209263404, 25.38041871430863, 3.1096501403927848,39, 91
105,928161,150532,2,47.936935452338986, 26.027589057325436, 5.308845087059289,5, 57
105,26120,215517,2,42.40216082855272, 30.060113035230003, 2.9645082341232962,22, 65
105,612837,145369,2,48.229525931130084, 27.118928947215995, 6.983221891375426,14, 77
105,181114,45406,2,46.60471410204704, 25.315739439429727, 2.7212935527020914,18, 70
105,773880,170424,2,48.23854697259597, 24.753040866465774, 7.663981999811218,20, 73
105,17354,135435,2,48.48260097102408, 21.616707864766067, 6.338638666578969,23, 76
105,475719,200394,3,44.64331156619657, 28.567660097820777, 6.288669644144024,6, 47, 79
105,844381,20705,2,48.484041077819136, 23.717130716491255, 4.719080484160905,23, 75
105,855659,120506,2,48.50030862425333, 24.6312972002913, 5.5572646181244405,34, 87
105,410374,175834,2,49.78590094223456, 26.283759255223174, 3.1782086346613756,12, 65
105,114417,25472,2,45.365779010070504, 22.28123808452347, 8.989109320434771,17, 69
105,325874,155394,2,45.496893541788445, 26.440377940240612, 7.077179597352102,30, 83
105,596073,225580,2,48.885811635752866, 27.36952013534883, 4.65041355664313,34, 87
105,824846,5518,2,48.86372324626089, 23.239656172014357, 6.95634087891659,9, 61
105,594638,180425,2,49.41070872416545, 28.044931953924873, 4.218088788825605,21, 73
105,511900,125502,2,45.534780033119404, 25.582370326574967, 3.6985899749616844,26, 88
105,933904,50479,2,44.672274902207256, 29.86788985859784, 3.511983332832176,2, 66
105,405865,85298,2,47.92872212390929, 26.787004459545503, 2.9708725965122205,0, 63
105,511169,70254,2,47.302206707728764, 28.767412862373398, 5.432031120056892,20, 71
105,810348,55248,2,49.84278751863262, 21.63960963535032, 2.771734141625129,6, 58
105,946393,105462,2,48.701718143560015, 26.02402188242265, 3.4983452051703074,2, 54
105,912950,210289,2,48.72216908624986, 24.237580698664633, 3.2182923386493196,4, 56
105,253410,40284,2,46.945496800930876, 22.76112656256609, 4.572822615217372,12, 66
105,507254,80128,2,46.563178884586534, 27.08126191741259, 3.9090401912533976,18, 70
105,706316,165481,2,45.19294685481571, 25.20919701456661, 4.5718572654228655,29, 82
105,699094,10258,2,45.5665200099675, 26.21407645939004, 4.326686037998709,11, 63
105,777656,190305,2,51.29230555144685, 24.81535512491681, 4.484483265890794,19, 72
105,640329,15274,2,49.928520311975525, 28.55444119623029, 5.918888263264772,16, 80
105,517870,195405,2,44.63476426948611, 31.201096678911327, 4.6005361643623095,24, 66
105,320624,235536,2,45.8967701931035, 27.569396050506217, 5.918764574183749,34, 87
105,770307,220190,2,51.65097355900762, 24.61406275822943, 2.520531837558792,22, 74
105,408637,30307,2,49.75139356854982, 26.25722508442551, 3.6815538009645996,1, 53
105,533105,100260,2,51.80522159409942, 23.473298300516138, 3.5708190242918554,16, 69
105,8229,35438,2,51.12031708159597, 23.981560261761558, 4.429377960284964,6, 58
105,792311,205507,2,44.92766930527015, 24.89564556301485, 6.322515660857518,1, 53
105,724356,115165,2,49.335344086639196, 24.64016882963945, 4.104269332250051,25, 77
105,891954,160273,2,45.49601061422258, 28.536072923492263, 3.475034405020872,34, 77
105,906602,230279,2,47.83413274630258, 22.984301120422863, 3.2605086397725294,0, 53
105,820482,145448,2,46.774856294385216, 30.90489000217955, 3.6687249357390317,6, 58
105,849834,65378,2,50.33079518552527, 27.868270265805744, 3.0842213971063366,2, 65
105,387718,90328,2,47.531650837657715, 28.203829604338434, 5.492254701093625,21, 73
105,519875,140350,2,46.39374866513274, 26.04907471101548, 3.890841092904419,8, 61
105,448114,185514,2,45.813723433903036, 25.493544207606508, 2.8609866432951927,14, 67
105,607531,60273,2,50.1973827643133, 24.97447732129519, 4.200155591643801,18, 71
105,822952,75191,2,44.24147023001225, 33.26368662011639, 3.6053457799639084,41, 84
105,517870,95400,2,46.87082857030637, 30.38541196842961, 5.09293088885192,24, 77
105,214993,130281,2,46.65489462621229, 24.917543427140746, 4.554464718276109,7, 60
105,598524,215517,2,49.3211214819451, 25.940534455886127, 5.392703911199821,12, 65
105,891278,110494,2,49.076611474094484, 26.47258981475574, 4.924577261114164,9, 62
105,337292,150561,2,46.82903858606244, 27.03406369654291, 3.498376072476458,1, 54
105,35523,432,2,46.12330149515139, 28.73703493890227, 4.447909209683883,27, 79
105,20791,170424,2,46.42131417928531, 24.366676957360156, 10.208960943777587,20, 73
105,24054,45470,2,48.53897758202826, 22.53374512800785, 3.753224052990783,13, 66
105,943264,135435,2,46.59565722361885, 22.53917080819053, 3.0990376970755675,23, 76
105,927357,80128,2,45.273876925672134, 28.877049204164184, 6.037689239533439,18, 70
105,875637,20705,2,51.03659073947542, 24.41596143739855, 4.556902764338413,22, 75
105,44652,175834,2,47.83133544584568, 27.284273544419367, 4.768761361471291,22, 65
105,966126,25472,2,47.98453798061489, 22.156038855256693, 9.167464912622806,16, 69
105,829967,120516,2,47.272039530796604, 25.287013546580425, 8.205503060068768,10, 62
105,775274,155394,2,46.46702810603534, 26.31110686697812, 4.380118587998858,30, 83
105,439926,225580,2,48.15116739356491, 24.16756157447066, 4.478385583340795,34, 87
105,465107,5526,2,46.78758529062584, 24.966637702112934, 4.053848510806728,18, 71
105,152118,125508,2,48.201087570893584, 28.82311728525722, 4.225810582622468,30, 84
105,906875,70254,2,46.95362945929941, 28.089209649879066, 4.053374997138764,19, 71
105,147277,55248,2,49.30724177060647, 22.118634366714364, 5.284123323168267,5, 58
105,436887,105462,2,47.75073180288878, 28.98290182943934, 2.815539185558321,2, 54
105,645034,85314,2,49.53643110113284, 24.483101360157118, 3.442592283602562,30, 82
105,695630,180522,2,45.86011806009064, 25.988187506843822, 4.619043631709203,32, 84
105,552497,50562,2,49.26777055445676, 29.517322520652517, 3.265695991300361,37, 90
105,948528,210289,2,46.74602835427131, 25.411817571452474, 3.4848082753709724,14, 56
105,185699,165496,2,48.444233046791815, 26.405928561785434, 3.1505784927561717,11, 64
105,336834,40319,2,47.61459500972622, 29.92557099605597, 3.9941121879798542,35, 87
105,450866,200414,2,47.719272131212435, 24.703720205595417, 4.631512238265174,27, 80
105,310022,10258,2,50.28165413973236, 25.37884265337973, 1.8650062906776343,11, 63
105,302214,15292,2,47.538075728375375, 29.300795832142537, 3.979703830827929,22, 75
105,347879,190356,2,44.87959205158579, 26.95067262870323, 4.117297169004423,13, 65
105,86900,195467,2,45.99771205337607, 27.574997771483357, 4.721081330584306,31, 84
105,953873,220190,2,47.40776799533535, 25.035227820589956, 4.657858728064506,22, 74
105,608953,30307,2,46.57957479331707, 23.367452776711716, 4.222993835155506,10, 53
105,921699,235574,2,46.11914442356315, 26.4773955566329, 5.703371988661429,33, 85
105,573697,100260,2,47.304760801869946, 23.790551270460355, 4.013390911490161,17, 69
105,67386,35438,2,48.86926330560959, 23.78261251117195, 4.067774865216523,7, 58
105,276774,115165,2,45.98723366422681, 25.35937428204345, 5.378917630769917,24, 77
105,902774,230279,2,48.655763518746056, 21.298419335207612, 3.386347455610278,0, 53
105,347928,145448,2,42.99760552667188, 32.70804186191674, 4.047516295649139,15, 58
105,56291,65378,2,48.57252554929565, 28.050825950361762, 4.487724555718825,2, 65
105,607548,160290,2,49.81383202937353, 23.177122700394854, 6.087123007128635,21, 73
105,529120,205567,2,50.2000129142984, 21.509782119349094, 2.5900648520774165,36, 90
105,320928,90328,2,45.89845843106071, 28.686405124520018, 3.5743212634246344,20, 73
105,991292,140350,2,48.93216485088893, 24.62380944169339, 4.014809991884762,8, 61
105,910439,60273,2,48.66640584565951, 26.59693694257266, 5.51706637910997,19, 71
105,753070,185524,2,48.31925318872515, 26.53388843195931, 4.401097609960399,33, 87
105,72177,95400,2,48.997146353191035, 31.194402355045266, 2.6504496099304866,14, 77
105,340272,75214,2,47.645259221476586, 23.47802914141474, 5.98603525229932,4, 57
105,897386,130281,2,47.77166081508068, 26.12746562589208, 4.2397463362001515,8, 60
105,290633,215517,2,46.56970840091629, 25.7732837904084, 4.829787296350824,12, 65
105,545166,110494,2,49.77685573213708, 25.594016354613395, 3.8152773930342145,10, 62
105,962445,150561,2,49.027745270648, 25.533010967857457, 4.6853258395441335,1, 54
105,111859,45470,2,49.986589989565, 23.487242330750227, 4.298081079440231,13, 66
105,766109,170427,2,48.965435786197766, 28.364795992818777, 4.244614558017619,18, 80
105,206269,531,2,49.60106183581214, 20.782667957239806, 3.5554845323922435,6, 59
105,530797,135435,2,51.07316403051644, 23.308885075671864, 5.832311116800375,23, 76
105,644399,70254,2,49.06601363146666, 29.33347114863487, 5.147171016609975,19, 71
105,257549,80128,2,45.69477916568842, 29.844806552043643, 5.303408340377946,28, 70
105,793918,20705,2,47.300950947075656, 23.319264828024913, 6.726828183296831,23, 75
105,294025,175834,2,48.24194289797022, 26.008804521437984, 4.8968674090115165,22, 65
105,849815,155394,2,46.77403996685676, 27.89867082492314, 4.877154466483831,30, 83
105,781694,5526,2,50.32828166328891, 25.50941901448432, 3.869405042931897,18, 71
105,30056,225592,2,45.72737362427334, 24.896852659359524, 5.365699971130634,5, 57
105,238059,120568,3,41.33451559840246, 35.79926114185621, 5.8284693877820475,11, 43, 75
105,81267,25560,2,47.92959887693474, 24.725288804876044, 3.8330867915312052,25, 78
105,617616,105462,2,47.03024502659701, 30.81086561112676, 3.124662815332984,2, 54
105,420214,85314,2,49.366396410485024, 25.399933544283698, 3.49205215580788,30, 82
105,513713,180522,2,47.99138980098422, 27.43809525587811, 4.557309551964772,32, 84
105,624628,210289,2,51.29598463942485, 25.61968764744916, 4.271336386441832,4, 56
105,813964,55268,2,48.38511980000606, 24.609930959089766, 2.977087793006932,26, 79
105,620711,165496,2,46.343897882598434, 27.338106371278176, 4.5392021429411145,12, 64
105,575986,40319,2,46.575991655506286, 29.581916163198557, 3.0277066184327714,34, 87
105,418609,200414,2,46.130852243106816, 25.229856934738034, 3.411205852419766,27, 80
105,934177,10258,2,51.367865818166045, 26.521529990961017, 4.412480472062398,11, 63
105,299382,125630,2,49.36507222146942, 27.30503333322375, 2.494338856724746,18, 72
105,578906,15292,2,48.675700139303835, 25.896652574394963, 2.979121909686078,22, 75
105,418657,195500,2,49.822216833561576, 24.403846478517195, 6.076836596210731,6, 59
105,112503,50756,2,44.20477017236604, 26.213011208924595, 6.009547709171242,9, 62
105,407702,190484,2,49.863647224502245, 20.389902551738608, 8.783451616981305,32, 85
105,16226,220190,2,47.771319317286405, 24.277092432039392, 4.26704792065403,22, 74
105,241199,30307,2,50.08052397630807, 24.207364121124154, 2.7504626785811537,1, 53
105,106782,235610,2,48.772635374496865, 27.158525506153318, 5.302583649747776,33, 85
105,604468,100260,2,50.038440487420075, 24.318197601224046, 5.523378476619268,17, 69
105,737010,35438,2,50.71469766082797, 25.25442954704475, 4.289163988294926,6, 58
105,453649,115165,2,51.8318283362065, 23.884371531522095, 4.060390482798315,24, 77
105,751824,230279,2,47.969857882977564, 20.308900645170482, 3.183731010767761,0, 53
105,487948,65378,2,48.438300843335334, 27.226325383826705, 3.3989776166719246,3, 65
105,707311,90328,2,47.00844488083306, 27.237880047856624, 2.8530034843355043,21, 73
105,808470,145502,2,48.20795814824067, 26.243051347786356, 4.697257898764523,18, 71
105,290991,160357,2,49.338738388006156, 28.348280621961752, 2.3933791726733795,34, 87
105,903465,95400,2,45.025993179698105, 29.324723346065163, 2.4629251547221926,14, 77
105,766109,205636,2,45.41796355575236, 26.67417753918928, 5.834389017401556,18, 70
105,274138,130281,2,46.336838886892174, 25.87483106475753, 2.8311136808630937,7, 60
105,596755,60324,2,49.473576719961535, 23.303404144160776, 5.021224737470618,33, 85
105,466928,140398,2,48.376599141091646, 28.851824236421177, 4.601395575593027,22, 75
105,462368,185542,2,49.82598283180877, 28.110228899658566, 3.9587985106024277,33, 76
105,400310,110494,2,46.13065345336369, 24.866605781239357, 6.379077628834318,10, 62
105,45746,75236,2,47.128945098366586, 33.98022227761415, 3.092412888491863,29, 91
105,399244,150561,2,47.26954838299056, 24.578719236343257, 2.540478786300346,1, 54
105,685228,531,2,48.817200503253204, 20.3759346955866, 3.2940323507428433,6, 59
105,233830,215599,2,48.000254804248144, 29.126164156138927, 4.089856060576248,0, 53
105,150060,170438,3,40.0950829439571, 35.13345477286419, 6.866721718420947,18, 50, 82
105,591848,135437,2,46.242042511158154, 22.725112900851823, 8.111507317954674,17, 69
105,485674,70254,2,47.584393522181365, 29.08094457696498, 4.432281119856227,19, 71
105,366182,45524,2,46.5535961513213, 28.217483443672585, 3.1702438267205078,29, 80
105,982481,20705,2,49.96500461106954, 24.035290435402505, 3.34867654512407,23, 75
105,793758,80155,2,49.86924579112354, 25.715635609101877, 3.5041257988108674,23, 75
105,811462,175853,2,44.05199559273717, 28.396445381940833, 3.655883061925976,31, 74
105,64717,155394,2,48.759792313221496, 28.644610353491036, 4.663382352887864,30, 83
105,157731,5531,2,51.31989913917263, 24.338311505548617, 2.635758872520725,32, 84
105,760521,225592,2,47.191811690286954, 22.510908209496645, 4.198823649510723,5, 57
105,447785,105462,2,46.94438477019525, 31.604656292896237, 5.56644295679342,2, 54
105,638218,85314,2,49.37748644783376, 23.31372509926076, 3.686284492470177,30, 82
105,455603,25588,3,40.68532501674453, 32.550142221905645, 6.264846916626843,10, 41, 74
105,680968,180522,2,47.94400421390185, 25.64694973330658, 5.536959080797119,32, 84
105,636659,210289,2,45.126251533145, 27.42236326995489, 2.1029845823016333,13, 56
105,353730,50781,2,45.81044882299554, 30.794623370430518, 3.9272886170904813,6, 48
105,753733,165496,2,48.89191400291171, 27.21853678314784, 6.461105980025756,12, 64
105,66253,220190,2,51.79355407215805, 25.53980309956818, 2.9397065999857896,22, 74
105,801068,55305,2,49.468245064413395, 25.98768123855873, 2.3803986986557475,5, 67
105,505123,40319,2,49.48224092930078, 29.407051439181526, 2.4988743883118656,34, 87
105,285568,200414,2,47.28620433585131, 24.191640565063935, 5.139168480353329,28, 80
105,328036,10258,2,50.20180709420751, 25.696723007016836, 3.7102136600740914,10, 63
105,662516,125630,2,48.33682598862744, 26.464070578535175, 2.445197763064672,19, 72
105,74825,15313,2,48.515914776125314, 29.489722681855326, 2.8123873952187646,23, 75
105,303914,120572,3,46.41641861048442, 30.570586053378854, 6.402140085231173,3, 45, 85
105,218246,195527,2,47.283758874385235, 28.186108942977775, 3.9819242058824216,34, 86
105,215909,190484,2,49.55336097863776, 24.882584035186547, 7.193047619196595,31, 85
105,871276,30307,2,48.87990751347069, 25.263089382963035, 3.7005420060133165,0, 53
105,384103,235610,2,48.162803204822964, 26.799708049114074, 3.8890228551301878,33, 85
105,735763,100260,2,48.97904918373524, 25.463124410142836, 3.9708881280173896,16, 69
105,888475,35438,2,45.85675763755925, 24.24397273276707, 6.460654405944725,6, 58
105,72568,115165,2,46.93907669448337, 23.03944875364617, 4.40542271706257,24, 77
105,778823,230279,2,48.003990081151734, 22.36418887060553, 2.4212295091304985,0, 53
105,19273,90328,2,48.982012260073624, 27.872107918399166, 4.600229978107165,21, 73
105,262347,145502,2,46.656538513843365, 27.35789185175756, 7.869967058334167,8, 71
105,869523,160362,2,45.4297425752148, 27.546317890357585, 3.0552646232460394,20, 73
105,932639,205636,2,50.61694317872442, 26.105484826536713, 5.294879106651029,18, 70
105,606546,95406,2,47.153344602075784, 28.592597115398803, 2.511184896481148,4, 57
105,990341,60324,2,46.94156207215036, 21.264883108992283, 4.514439822542825,32, 85
105,583466,65587,2,46.96803798836219, 21.54981921958861, 9.942962674510557,1, 53
105,462368,140398,2,45.009528684015024, 28.436209230189224, 3.641435977225034,33, 75
105,392859,531,2,49.52499391913277, 21.762977343525513, 4.361073031470278,6, 59
105,611951,110494,2,49.426059508549656, 24.327843813459943, 4.0577226698425415,10, 62
105,130117,75236,2,47.58731160981062, 33.11645619672952, 2.2334209712702946,29, 91
105,521036,150561,2,49.61364323457378, 28.030268947693045, 2.362040307741165,2, 54
105,466314,130367,2,49.43764001740549, 24.373520810383642, 5.87936408897968,30, 83
105,933857,185636,2,46.99499039229178, 26.682258093486983, 6.921664849468456,20, 73
105,469726,135437,2,51.726239344225256, 22.906109335390873, 6.193278468068492,17, 69
105,825968,215632,2,45.185202749372564, 27.528992130448678, 3.8206886741567465,43, 85
105,577940,70290,2,46.364585677692666, 26.161407987315428, 10.45621432502341,38, 91
105,423975,45604,2,46.19421368691372, 24.00798233271358, 2.777523080206143,10, 63
105,141007,20788,2,45.30777936802085, 31.032678940061714, 4.922979154369626,36, 78
105,626892,155394,2,46.66810103078196, 28.46378034364588, 5.129195517240574,30, 83
105,737180,175876,2,46.51971287670838, 28.53681949871567, 6.31837796166721,0, 53
105,571746,80234,2,49.142687954391086, 26.1018975991754, 2.0832947918600837,25, 77
105,385074,5531,2,47.446231715426066, 25.902638662605238, 4.233706893809697,32, 84
105,220211,225596,2,49.153249090203616, 21.261061793726583, 3.7900477085953757,39, 91
105,9390,50799,2,46.43311888779583, 25.973428634796893, 5.638698274214313,10, 63
105,493279,85314,2,48.60254433288736, 24.965137615195047, 4.1527201476171784,30, 82
105,91493,105474,2,44.992032427301915, 25.589785338624345, 4.3687629472722245,30, 82
105,189017,170475,2,47.70753246909649, 23.46026564949649, 4.189170729725188,0, 53
105,74999,210289,2,50.32831947874979, 25.885839052711425, 5.171393678839756,3, 56
105,651485,180547,2,46.91010475481465, 30.071073895719355, 3.8373850418002085,19, 71
105,594254,220190,2,49.68183368932075, 26.65367819362714, 3.548997388399298,22, 74
105,626499,165505,2,46.211262253372446, 29.67029160775708, 7.903639071822537,3, 65
105,786761,55305,2,46.93305544080668, 24.844752591379514, 4.63095447338229,39, 91
105,744226,40319,2,49.43077270727033, 28.622753731373397, 3.274567302404182,35, 87
105,325982,200414,2,44.89367614938873, 27.756681387567287, 3.1558720505101934,28, 80
105,85189,10258,2,49.437875923687265, 26.600321853002296, 2.847769756054438,10, 63
105,610337,125630,2,48.903993782069605, 27.23351520067003, 3.101312535921335,18, 72
105,629037,15320,2,48.659662651738614, 24.553436391087878, 3.5900778362657926,20, 73
105,620566,25590,2,46.82470612379058, 23.534517153309746, 4.391296626983497,24, 77
105,991301,195527,2,46.979541771562154, 27.488195133122737, 4.945883209210505,34, 86
105,301227,190484,2,49.56842600406955, 20.699857912489136, 8.336600317574092,32, 85
105,342819,30307,2,46.870762992632244, 21.23670011996719, 3.6392105224964246,11, 53
105,711126,100260,3,44.90058563143588, 26.059625532784963, 11.489325082007968,5, 28, 69
105,267665,35439,2,45.081536486024845, 28.637305137199384, 8.465489646592266,1, 53
105,683247,115165,2,45.63591251584121, 23.366043368010796, 6.010653060868648,24, 77
105,938410,230279,2,49.4606961324349, 27.299940374260988, 2.9887246745610088,0, 53
105,206173,120578,2,48.47709701632753, 26.209951642560274, 4.370194044548876,27, 80
105,140743,235633,2,48.64368357862378, 23.758967682704974, 5.646254366856576,13, 65
105,888517,90328,2,47.09925550667955, 28.602458119007846, 3.6721686853969033,21, 73
105,430488,145502,2,43.59364939718468, 26.425326936700827, 8.54099431418824,18, 71
105,583223,160362,2,46.6239012633439, 29.345486765620297, 4.264878664129843,10, 73
105,152455,205636,2,47.64252286838167, 24.060512562674848, 6.416851713475594,17, 70
105,423750,95445,2,46.45282411983209, 23.827125595219105, 4.099473038901838,1, 53
105,954379,65591,2,41.01816904585702, 32.3547217925497, 2.965131435331448,17, 59
105,200463,60341,2,47.03746385541038, 31.059921334842052, 4.320215959036413,39, 82
105,310022,140429,2,49.20431393416164, 22.16048392688581, 3.8971146210415735,11, 64
105,405246,110503,2,47.24095328107895, 29.590862513770762, 5.920964727411324,6, 69
105,824083,130367,2,47.58463910871061, 23.161886169049733, 5.193485403050022,30, 83
105,316774,531,2,48.60820792701064, 20.008173824910127, 5.378193582493943,6, 59
105,736388,150615,2,46.805584826614464, 26.389214585773686, 4.200745817474761,38, 90
105,808435,185636,2,46.49476873758478, 26.00382526958422, 8.8064453368474,21, 73
105,38222,75328,2,48.20913783815124, 23.6114752469491, 4.781601007009838,15, 67
105,221618,135437,2,49.45459245785949, 24.511099378150607, 7.971122414652431,5, 69
105,873247,215637,2,47.21579197972399, 27.751065739662423, 5.054101898895267,46, 88
105,111879,70390,2,47.468627337946835, 25.795936914540984, 4.029950460963573,34, 87
105,711027,45659,2,48.05835542830378, 25.58590975470324, 5.4410559850897355,22, 74
105,862248,20791,2,47.19817507936426, 23.199469582194514, 4.482213960052604,20, 72
105,856712,175876,2,47.85925364533696, 28.11475200421881, 3.151954150383049,0, 53
105,175992,80234,2,51.47202056733452, 25.436179539901858, 2.0400877558414017,24, 77
105,648030,155427,2,46.58699049311803, 27.326728771462214, 2.807160825052351,22, 74
105,394954,5531,2,49.7909889714101, 28.754575003246497, 4.7369961275812,32, 84
105,350306,225596,2,49.33864946480721, 23.38901481089185, 3.286491087795682,39, 91
105,22779,85314,2,49.07010783334192, 26.611663111783585, 3.079489649950128,30, 82
105,99955,105474,2,47.11531977526057, 29.57031792353101, 3.973495374046136,29, 82
105,746992,170475,2,46.42534907632636, 22.262768477998513, 7.3522069124237825,1, 53
105,213205,210289,2,46.61280986245752, 25.916603160041536, 3.381177084201638,14, 56
105,586260,180547,2,47.01041133188771, 29.360262199304895, 2.0133854653378065,19, 71
105,52552,220190,2,45.413258856898835, 25.864023742471524, 3.678598735492617,21, 74
105,503857,55305,2,47.16205536502246, 24.576526381274014, 5.843444852227327,39, 91
105,583523,165523,3,38.97250909564739, 33.28563635998843, 5.930844883326124,9, 40, 72
105,414205,40319,2,47.30594869308047, 29.145137503639056, 4.378041189604118,34, 87
105,331915,50817,2,48.90198094333362, 25.923052629781246, 3.9317889160632484,27, 80
105,94031,200414,2,46.932410492093915, 28.854000709749727, 6.272634672883189,17, 80
105,723240,10258,2,47.244849894002556, 26.419972890930836, 3.7541682965978014,11, 63
105,25009,125630,2,48.26817685497878, 26.752974630087653, 2.881298705425626,19, 72
105,730823,15340,2,45.97481704607155, 25.17640955368097, 7.131474992631856,31, 83
105,518037,195527,2,46.131059908060806, 26.157689984030565, 4.585635394133029,34, 86
105,454052,25633,2,45.929973566955155, 24.667577592144738, 6.282421284245191,1, 53
105,360009,190493,3,45.5061051356392, 27.88885747544563, 10.621567307355702,2, 42, 56
105,58848,30402,2,48.36164638367719, 28.653103968237918, 7.050472863470257,29, 81
105,119213,115165,2,47.728476800534246, 23.19505356580206, 5.934112034955444,24, 77
105,752065,230279,2,48.58335843518348, 23.55251769543674, 3.1255985111564604,1, 53
105,454536,35523,2,43.77432199582024, 29.238111827655988, 3.7857767200558676,27, 79
105,858105,120602,2,48.99264671929379, 27.951183477149105, 3.118830716198513,36, 79
105,718060,235678,2,50.33676811435183, 26.67292469837665, 4.111012475066056,10, 63
105,397524,90353,2,48.55026908112483, 24.063600768310657, 3.5527746903357977,32, 85
105,82379,205636,2,45.10316328035119, 25.929031439682745, 4.697463434258123,18, 70
105,72547,160369,2,46.689175950676656, 25.58514594962023, 4.719220624325129,32, 85
105,729775,145560,2,47.61031660050383, 25.926093320306176, 2.886850010930982,2, 55
105,731122,95445,2,47.810439358131596, 25.141626760868853, 3.345898125900112,1, 53
105,995462,65591,2,45.359341181850866, 31.389759009205676, 3.1067616349612837,17, 59
105,78741,60352,2,46.5173320514959, 23.260583550407585, 4.1832539066206085,7, 60
105,395015,140429,2,49.74445003121749, 22.808232518817977, 2.868580060195851,11, 64
105,739948,100260,2,47.031501884100145, 23.449924261596163, 7.548788743952002,16, 69
105,587882,130367,2,48.780396462051705, 23.603373730149308, 7.321307369014352,30, 83
105,337297,110518,2,43.32559141255464, 28.53691779831309, 10.431581398320771,6, 69
105,631561,537,2,44.705816973637766, 24.38129690229948, 3.2294744694146704,14, 56
105,127913,185636,2,47.38751294424965, 26.339389776659246, 5.749571301747181,20, 73
105,24325,75328,2,47.47483270989869, 24.643020246586183, 4.200099877928882,15, 67
105,288143,150663,2,48.141125166543716, 24.194380906195462, 7.77636912758379,12, 64
105,519138,215672,2,46.18750142817598, 25.029269818877506, 4.235381701900848,5, 57
105,389008,70390,2,50.63211756364628, 24.700649986910605, 6.146188522260397,24, 87
105,839396,45659,2,48.74144097779042, 26.885150237670754, 4.109877009812401,23, 74
105,992938,175876,2,48.86859512838138, 23.289312788802984, 7.064782808464107,0, 53
105,416454,135672,2,51.176981269753746, 22.303457949853776, 4.606468221798004,26, 78
105,626717,80234,2,49.862248139347905, 23.69566759551704, 2.3645622653728338,25, 77
105,725123,20818,2,48.539839980358884, 30.470170309653234, 3.272792320072741,36, 88
105,74825,155427,2,43.83449141446951, 29.04470826717992, 2.878495681717818,23, 74
105,320645,5531,2,50.21085651372455, 25.593897830928835, 5.224419258963947,31, 84
105,198096,225636,2,49.278244070854576, 26.26765103820664, 6.403201053990421,23, 77
105,715129,170475,2,48.419310764233515, 19.59913576886197, 4.36306235281692,0, 53
105,580130,105495,2,49.154310233664724, 22.752780990073074, 2.9182895501286685,1, 53
105,354084,180547,2,46.400866035850434, 32.00873051831841, 5.015526492220676,19, 71
105,770822,210327,2,47.50338865529785, 23.459709660800677, 11.02974987975313,26, 79
105,122812,85399,2,49.477828492644896, 27.476102752028204, 4.32614535451612,31, 84
105,942379,220190,2,47.73397339934326, 23.880982502851964, 3.4073388766712296,21, 74
105,266582,40319,2,47.085885322379134, 29.238892111794115, 3.14390899107215,35, 87
105,197998,50817,2,49.03064321509703, 24.0479156318945, 2.3430767265857284,28, 80
105,915944,200414,2,45.63263707596076, 26.111866050551008, 2.577809323032021,27, 80
105,495248,55344,2,49.22354243958999, 22.898501250826072, 5.988828203873267,18, 71
105,914819,125630,2,48.28045946524669, 26.540366096140456, 4.397180439710295,18, 72
105,638337,10288,2,46.611770553942634, 32.37539009763911, 4.212041360215614,48, 91
105,615645,15340,2,49.246848410386974, 26.90689489664909, 5.915624180536347,31, 83
