N(bp),PA1,std_PA1,PA2,std_PA2,PA3,std_PA3,PA1/PA2,std_PA1/PA2,PA1/PA3,std_PA1/PA3,PA2/PA3,std_PA2/PA3
105,41.9381823407,2.78867976495,30.4287781232,3.65936469696,8.13219369978,2.77069411016,1.40380132248,0.229131488866,5.88169126173,2.33042061142,4.35424823061,1.93154239312
106,41.8317225468,2.3042491235,32.2393938867,2.93254034115,6.75502237148,2.35570499185,1.3121234565,0.17482752597,7.09442809935,2.87607415724,5.55995113128,2.51237738186
107,42.0772344683,2.16417083445,33.5345522845,2.79784512172,6.330339943,2.18231360309,1.26603503542,0.15122222886,7.5307683693,2.81521273885,6.03166205602,2.35352919393
108,42.1276324205,2.28622834903,34.101817686,2.61653739879,6.25955753282,2.06011275135,1.24543643549,0.146545119978,7.4889974773,2.53367734729,6.07662104277,2.10124256751
109,42.4786192875,2.18410849153,34.2524979039,2.53212934087,6.46591964915,1.99995487301,1.24910501769,0.137106029369,7.21033012312,2.25438975839,5.83134230382,1.88410683781
110,42.9317652569,2.22789023185,34.1635299374,2.87359631389,6.97155525041,2.00664300879,1.26934299728,0.164704528536,6.67279785037,1.95351179397,5.33932682002,1.67484104461
111,43.2062016578,2.39521742042,33.4834635316,3.49921331759,7.69231836842,2.24287931003,1.31071901864,0.209763431505,6.082789079,1.73974665723,4.78178826628,1.59161131667
112,44.087896493,2.67310500717,31.3911225861,4.69503991629,8.91855874832,2.60021903307,1.4506681776,0.322926618206,5.37828817086,1.62354712116,3.94158647506,1.53780167037
113,44.5857151625,2.74950954148,29.2929804036,5.05827572402,10.4644639688,2.68319921749,1.58051099646,0.352814200981,4.53836409719,1.15710712059,3.09635835558,1.25135799673
114,46.2255957105,2.86682801469,26.2850334658,3.97943818639,11.9630087364,2.82830607942,1.80739923609,0.341134749806,4.157459444,1.34575069588,2.41080251851,0.973172472473
115,46.7374286152,2.37157856147,30.0283969957,4.68059311519,10.1007063539,3.08891583558,1.60376066375,0.315267716424,5.15382997317,1.90365480213,3.43427349266,1.70042250228
116,46.1851802098,2.54454031419,33.2607884951,4.19070626709,8.32697829563,2.91546607883,1.41728182575,0.239803768757,6.42483406321,2.82066853,4.71975770407,2.3220345862
117,46.2085257027,2.35804154035,34.8848799581,3.48235229469,7.35932829107,2.62889495003,1.34240683849,0.19005566934,7.14739910143,2.71256617686,5.46797995237,2.26040159528
118,45.9191866039,2.43591773146,35.9088209869,3.30686447029,7.35308859456,2.53327442996,1.29343232076,0.17255563533,7.04188008862,2.55783798349,5.55858297689,2.19179140649
119,46.2719706622,2.44146239696,36.3842458021,2.9136569343,7.00310135185,2.33396887116,1.28340666423,0.158813135881,7.40712503071,2.66690330184,5.82950355167,2.09661691709
120,46.5843376702,2.56827663857,36.3321597324,3.25523313391,7.54682792762,2.46966550197,1.29687223844,0.17848876483,6.86599650607,2.35733464236,5.37134510301,1.89313567306
121,46.9807034497,2.66988784802,35.8700704042,3.80384501024,8.02674915036,2.39257657303,1.33204087104,0.223971658574,6.38113121863,1.95490776242,4.91808945565,1.6685442802
122,47.3460240885,2.76140412588,34.7024066524,4.72254939753,9.05365767124,2.78834923617,1.40191408823,0.291714192793,5.7227987215,1.74778254794,4.28283063146,1.58653910891
123,47.3522875645,2.99780428517,32.910753593,5.6342456102,10.5430910711,3.08651297856,1.50048289456,0.378055627856,4.88861435403,1.46657569471,3.52814904599,1.49562618066
124,49.0054679267,3.38592711776,29.0958867585,6.13696832623,12.0811833052,3.0215081784,1.78401005713,0.493306113887,4.32837676562,1.26653412555,2.66801480793,1.1528271141
125,50.5496265129,3.09160319993,28.6693433506,5.7070012276,11.9190724623,3.15201520657,1.84552497203,0.429798167912,4.62691081822,1.68668150319,2.71629477344,1.41028886512
126,49.9433692977,2.85823436801,33.6315561076,5.25484353925,10.0161231193,3.99892375814,1.53326640822,0.327968791069,5.9927728363,2.76633984413,4.19066705441,2.33424811485
